Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,FETCH_SIZE,WRITE_SIZE,SQ_WAVES,SQ_INSTS_VALU,GRBM_GUI_ACTIVE
0,"kernel_phase1(int*, int, int) [clone .kd]",2,0,1,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.4375000000,0.0000000000,4,1112,33795
1,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,1,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,651.2500000000,0.0000000000,628,177216,26156
2,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,1,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,672.5625000000,0.0000000000,628,159120,27180
3,"kernel_phase3(int*, int, int) [clone .kd]",2,0,7,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98683.5000000000,93731.7500000000,98596,28716480,317413
4,"kernel_phase1(int*, int, int) [clone .kd]",2,0,12,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,36712
5,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,7,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,651.1250000000,0.0000000000,628,177216,25792
6,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,7,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,670.2500000000,0.0000000000,628,159120,25825
7,"kernel_phase3(int*, int, int) [clone .kd]",2,0,18,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98662.7500000000,93711.2500000000,98596,28716480,317432
8,"kernel_phase1(int*, int, int) [clone .kd]",2,0,23,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,36456
9,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,13,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,650.9375000000,0.0000000000,628,177216,26280
10,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,13,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,670.0000000000,0.0000000000,628,159120,25524
11,"kernel_phase3(int*, int, int) [clone .kd]",2,0,29,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98673.3750000000,93738.9375000000,98596,28716480,320460
12,"kernel_phase1(int*, int, int) [clone .kd]",2,0,34,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,35628
13,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,19,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,653.6250000000,0.0000000000,628,177216,26153
14,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,19,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,672.7500000000,0.0000000000,628,159120,24616
15,"kernel_phase3(int*, int, int) [clone .kd]",2,0,40,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98672.3125000000,93707.4375000000,98596,28716480,319068
16,"kernel_phase1(int*, int, int) [clone .kd]",2,0,45,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,36400
17,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,25,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,651.3125000000,0.0000000000,628,177216,26028
18,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,25,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,675.1875000000,0.0000000000,628,159120,26349
19,"kernel_phase3(int*, int, int) [clone .kd]",2,0,51,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98685.3125000000,93703.8125000000,98596,28716480,320689
20,"kernel_phase1(int*, int, int) [clone .kd]",2,0,56,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,35916
21,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,31,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,650.8750000000,0.0000000000,628,177216,26457
22,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,31,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,672.5000000000,0.0000000000,628,159120,25716
23,"kernel_phase3(int*, int, int) [clone .kd]",2,0,62,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98678.0625000000,93713.2500000000,98596,28716480,317804
24,"kernel_phase1(int*, int, int) [clone .kd]",2,0,67,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,35000
25,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,37,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,655.8125000000,0.0000000000,628,177216,27340
26,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,37,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,672.0625000000,0.0000000000,628,159120,26376
27,"kernel_phase3(int*, int, int) [clone .kd]",2,0,73,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98653.9375000000,93737.0625000000,98596,28716480,317029
28,"kernel_phase1(int*, int, int) [clone .kd]",2,0,78,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,35392
29,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,43,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,651.1250000000,0.0000000000,628,177216,26745
30,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,43,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,670.0625000000,0.0000000000,628,159120,25512
31,"kernel_phase3(int*, int, int) [clone .kd]",2,0,84,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98672.1875000000,93698.6875000000,98596,28716480,319572
32,"kernel_phase1(int*, int, int) [clone .kd]",2,0,89,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,36156
33,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,49,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,651.3750000000,0.0000000000,628,177216,26836
34,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,49,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,669.6250000000,0.0000000000,628,159120,25548
35,"kernel_phase3(int*, int, int) [clone .kd]",2,0,95,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98676.2500000000,93710.1250000000,98596,28716480,321716
36,"kernel_phase1(int*, int, int) [clone .kd]",2,0,100,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,35420
37,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,55,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,653.0625000000,0.0000000000,628,177216,25744
38,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,55,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,669.3125000000,0.0000000000,628,159120,26896
39,"kernel_phase3(int*, int, int) [clone .kd]",2,0,106,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98674.5000000000,93720.2500000000,98596,28716480,321992
40,"kernel_phase1(int*, int, int) [clone .kd]",2,0,111,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,36008
41,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,61,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,650.9375000000,0.0000000000,628,177216,26964
42,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,61,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,671.3750000000,0.0000000000,628,159120,26097
43,"kernel_phase3(int*, int, int) [clone .kd]",2,0,117,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98669.6250000000,93684.0000000000,98596,28716480,321537
44,"kernel_phase1(int*, int, int) [clone .kd]",2,0,122,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,35964
45,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,67,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,650.0625000000,0.0000000000,628,177216,26536
46,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,67,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,671.8750000000,0.0000000000,628,159120,25568
47,"kernel_phase3(int*, int, int) [clone .kd]",2,0,128,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98664.9375000000,93728.1250000000,98596,28716480,319456
48,"kernel_phase1(int*, int, int) [clone .kd]",2,0,133,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,35673
49,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,73,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,650.9375000000,0.0000000000,628,177216,26305
50,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,73,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,672.1875000000,0.0000000000,628,159120,24520
51,"kernel_phase3(int*, int, int) [clone .kd]",2,0,139,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98670.4375000000,93738.8125000000,98596,28716480,318657
52,"kernel_phase1(int*, int, int) [clone .kd]",2,0,144,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,35029
53,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,79,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,652.0625000000,0.0000000000,628,177216,26797
54,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,79,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,669.8125000000,0.0000000000,628,159120,26061
55,"kernel_phase3(int*, int, int) [clone .kd]",2,0,150,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98670.8125000000,93722.4375000000,98596,28716480,323340
56,"kernel_phase1(int*, int, int) [clone .kd]",2,0,155,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,36004
57,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,85,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,651.1250000000,0.0000000000,628,177216,27981
58,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,85,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,672.3125000000,0.0000000000,628,159120,27613
59,"kernel_phase3(int*, int, int) [clone .kd]",2,0,161,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98660.6250000000,93700.5000000000,98596,28716480,317653
60,"kernel_phase1(int*, int, int) [clone .kd]",2,0,166,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,35816
61,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,91,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,650.9375000000,0.0000000000,628,177216,26240
62,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,91,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,673.9375000000,0.0000000000,628,159120,26120
63,"kernel_phase3(int*, int, int) [clone .kd]",2,0,172,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98672.3750000000,93714.9375000000,98596,28716480,318896
64,"kernel_phase1(int*, int, int) [clone .kd]",2,0,177,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,36188
65,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,97,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,651.7500000000,0.0000000000,628,177216,26420
66,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,97,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,669.9375000000,0.0000000000,628,159120,25639
67,"kernel_phase3(int*, int, int) [clone .kd]",2,0,183,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98677.8750000000,93721.4375000000,98596,28716480,321156
68,"kernel_phase1(int*, int, int) [clone .kd]",2,0,188,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,36355
69,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,103,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,651.3125000000,0.0000000000,628,177216,27008
70,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,103,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,670.7500000000,0.0000000000,628,159120,24768
71,"kernel_phase3(int*, int, int) [clone .kd]",2,0,194,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98672.3750000000,93716.7500000000,98596,28716480,320824
72,"kernel_phase1(int*, int, int) [clone .kd]",2,0,199,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,35976
73,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,109,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,650.6250000000,0.0000000000,628,177216,26449
74,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,109,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,671.1875000000,0.0000000000,628,159120,26356
75,"kernel_phase3(int*, int, int) [clone .kd]",2,0,205,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98687.8750000000,93713.7500000000,98596,28716480,323537
76,"kernel_phase1(int*, int, int) [clone .kd]",2,0,210,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.8750000000,0.0000000000,4,1112,37037
77,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,115,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,662.2500000000,0.0000000000,628,177216,27756
78,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,115,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,669.0625000000,0.0000000000,628,159120,26411
79,"kernel_phase3(int*, int, int) [clone .kd]",2,0,216,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98668.0625000000,93693.8750000000,98596,28716480,322244
80,"kernel_phase1(int*, int, int) [clone .kd]",2,0,221,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,35716
81,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,121,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,651.2500000000,0.0000000000,628,177216,26880
82,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,121,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,666.9375000000,0.0000000000,628,159120,25720
83,"kernel_phase3(int*, int, int) [clone .kd]",2,0,227,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98670.5625000000,93726.2500000000,98596,28716480,321584
84,"kernel_phase1(int*, int, int) [clone .kd]",2,0,232,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,37000
85,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,127,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,651.1875000000,0.0000000000,628,177216,27040
86,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,127,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,667.8125000000,0.0000000000,628,159120,24728
87,"kernel_phase3(int*, int, int) [clone .kd]",2,0,238,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98686.3125000000,93721.8750000000,98596,28716480,324089
88,"kernel_phase1(int*, int, int) [clone .kd]",2,0,243,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,35433
89,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,133,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,654.8750000000,0.0000000000,628,177216,26553
90,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,133,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,677.3750000000,0.0000000000,628,159120,26457
91,"kernel_phase3(int*, int, int) [clone .kd]",2,0,249,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98678.1250000000,93700.8750000000,98596,28716480,320228
92,"kernel_phase1(int*, int, int) [clone .kd]",2,0,254,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,35332
93,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,139,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,649.6875000000,0.0000000000,628,177216,25900
94,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,139,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,666.9375000000,0.0000000000,628,159120,25837
95,"kernel_phase3(int*, int, int) [clone .kd]",2,0,260,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98669.0625000000,93700.5000000000,98596,28716480,320441
96,"kernel_phase1(int*, int, int) [clone .kd]",2,0,265,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,36025
97,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,145,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,651.3125000000,0.0000000000,628,177216,25385
98,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,145,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,672.8125000000,0.0000000000,628,159120,25153
99,"kernel_phase3(int*, int, int) [clone .kd]",2,0,271,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98663.8750000000,93710.8750000000,98596,28716480,320668
100,"kernel_phase1(int*, int, int) [clone .kd]",2,0,276,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,34884
101,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,151,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,651.5000000000,0.0000000000,628,177216,26028
102,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,151,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,672.6875000000,0.0000000000,628,159120,24660
103,"kernel_phase3(int*, int, int) [clone .kd]",2,0,282,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98676.6875000000,93707.0625000000,98596,28716480,319436
104,"kernel_phase1(int*, int, int) [clone .kd]",2,0,287,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,36591
105,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,157,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,649.9375000000,0.0000000000,628,177216,26700
106,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,157,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,670.3750000000,0.0000000000,628,159120,25756
107,"kernel_phase3(int*, int, int) [clone .kd]",2,0,293,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98660.1250000000,93699.4375000000,98596,28716480,318228
108,"kernel_phase1(int*, int, int) [clone .kd]",2,0,298,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,35905
109,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,163,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,650.3125000000,0.0000000000,628,177216,26473
110,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,163,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,673.0625000000,0.0000000000,628,159120,24593
111,"kernel_phase3(int*, int, int) [clone .kd]",2,0,304,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98666.5000000000,93732.1875000000,98596,28716480,320764
112,"kernel_phase1(int*, int, int) [clone .kd]",2,0,309,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,35652
113,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,169,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,651.3125000000,0.0000000000,628,177216,25700
114,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,169,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,673.0625000000,0.0000000000,628,159120,25492
115,"kernel_phase3(int*, int, int) [clone .kd]",2,0,315,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98659.7500000000,93729.2500000000,98596,28716480,319729
116,"kernel_phase1(int*, int, int) [clone .kd]",2,0,320,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,36289
117,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,175,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,652.9375000000,0.0000000000,628,177216,26289
118,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,175,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,668.7500000000,0.0000000000,628,159120,25377
119,"kernel_phase3(int*, int, int) [clone .kd]",2,0,326,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98684.3125000000,93698.3125000000,98596,28716480,320401
120,"kernel_phase1(int*, int, int) [clone .kd]",2,0,331,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,35705
121,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,181,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,650.7500000000,0.0000000000,628,177216,26985
122,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,181,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,671.1250000000,0.0000000000,628,159120,25489
123,"kernel_phase3(int*, int, int) [clone .kd]",2,0,337,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98656.5625000000,93724.8750000000,98596,28716480,317116
124,"kernel_phase1(int*, int, int) [clone .kd]",2,0,342,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,36076
125,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,187,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,651.3750000000,0.0000000000,628,177216,25916
126,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,187,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,674.2500000000,0.0000000000,628,159120,25900
127,"kernel_phase3(int*, int, int) [clone .kd]",2,0,348,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98674.0625000000,93717.8750000000,98596,28716480,320404
128,"kernel_phase1(int*, int, int) [clone .kd]",2,0,353,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,35708
129,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,193,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,655.0625000000,0.0000000000,628,177216,26540
130,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,193,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,668.6875000000,0.0000000000,628,159120,25156
131,"kernel_phase3(int*, int, int) [clone .kd]",2,0,359,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98680.9375000000,93699.6875000000,98596,28716480,320833
132,"kernel_phase1(int*, int, int) [clone .kd]",2,0,364,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,37212
133,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,199,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,651.2500000000,0.0000000000,628,177216,25857
134,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,199,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,673.1250000000,0.0000000000,628,159120,24601
135,"kernel_phase3(int*, int, int) [clone .kd]",2,0,370,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98680.0000000000,93695.5625000000,98596,28716480,322924
136,"kernel_phase1(int*, int, int) [clone .kd]",2,0,375,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,36052
137,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,205,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,650.0000000000,0.0000000000,628,177216,25820
138,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,205,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,666.9375000000,0.0000000000,628,159120,25900
139,"kernel_phase3(int*, int, int) [clone .kd]",2,0,381,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98661.9375000000,93712.5000000000,98596,28716480,320168
140,"kernel_phase1(int*, int, int) [clone .kd]",2,0,386,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,35592
141,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,211,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,652.6250000000,0.0000000000,628,177216,25112
142,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,211,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,669.0000000000,0.0000000000,628,159120,27052
143,"kernel_phase3(int*, int, int) [clone .kd]",2,0,392,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98667.8750000000,93707.6250000000,98596,28716480,323280
144,"kernel_phase1(int*, int, int) [clone .kd]",2,0,397,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,35460
145,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,217,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,650.9375000000,0.0000000000,628,177216,25756
146,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,217,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,672.7500000000,0.0000000000,628,159120,27572
