Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,FETCH_SIZE,WRITE_SIZE,SQ_WAVES,SQ_INSTS_VALU,GRBM_GUI_ACTIVE
517,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,775,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,646.9375000000,0.0000000000,628,177216,27241
518,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,775,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,672.2500000000,0.0000000000,628,159120,26897
519,"kernel_phase3(int*, int, int) [clone .kd]",2,0,1426,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98683.3750000000,93718.7500000000,98596,28716480,326273
520,"kernel_phase1(int*, int, int) [clone .kd]",2,0,1431,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,37753
521,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,781,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,650.2500000000,0.0000000000,628,177216,25485
522,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,781,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,667.9375000000,0.0000000000,628,159120,25693
523,"kernel_phase3(int*, int, int) [clone .kd]",2,0,1437,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98678.4375000000,93709.4375000000,98596,28716480,328668
524,"kernel_phase1(int*, int, int) [clone .kd]",2,0,1442,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,37557
525,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,787,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,651.5625000000,0.0000000000,628,177216,26104
526,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,787,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,668.5000000000,0.0000000000,628,159120,25872
527,"kernel_phase3(int*, int, int) [clone .kd]",2,0,1448,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98686.1875000000,93722.7500000000,98596,28716480,324568
528,"kernel_phase1(int*, int, int) [clone .kd]",2,0,1453,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,36432
529,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,793,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,650.6875000000,0.0000000000,628,177216,25685
530,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,793,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,664.2500000000,0.0000000000,628,159120,27613
531,"kernel_phase3(int*, int, int) [clone .kd]",2,0,1459,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98660.2500000000,93706.0625000000,98596,28716480,325884
532,"kernel_phase1(int*, int, int) [clone .kd]",2,0,1464,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,35236
533,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,799,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,651.3125000000,0.0000000000,628,177216,26552
534,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,799,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,664.6875000000,0.0000000000,628,159120,25728
535,"kernel_phase3(int*, int, int) [clone .kd]",2,0,1470,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98678.0000000000,93715.6875000000,98596,28716480,325936
536,"kernel_phase1(int*, int, int) [clone .kd]",2,0,1475,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,35656
537,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,805,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,650.0000000000,0.0000000000,628,177216,26772
538,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,805,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,663.1250000000,0.0000000000,628,159120,26004
539,"kernel_phase3(int*, int, int) [clone .kd]",2,0,1481,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98681.8750000000,93712.9375000000,98596,28716480,326964
540,"kernel_phase1(int*, int, int) [clone .kd]",2,0,1486,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,36540
541,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,811,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,651.1250000000,0.0000000000,628,177216,27321
542,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,811,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,668.6250000000,0.0000000000,628,159120,27041
543,"kernel_phase3(int*, int, int) [clone .kd]",2,0,1492,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98669.7500000000,93733.0625000000,98596,28716480,327953
544,"kernel_phase1(int*, int, int) [clone .kd]",2,0,1497,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,36177
545,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,817,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,650.0625000000,0.0000000000,628,177216,27304
546,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,817,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,670.8750000000,0.0000000000,628,159120,26145
547,"kernel_phase3(int*, int, int) [clone .kd]",2,0,1503,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98676.6875000000,93713.8750000000,98596,28716480,326321
548,"kernel_phase1(int*, int, int) [clone .kd]",2,0,1508,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,37296
549,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,823,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,649.1875000000,0.0000000000,628,177216,26564
550,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,823,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,668.8750000000,0.0000000000,628,159120,25700
551,"kernel_phase3(int*, int, int) [clone .kd]",2,0,1514,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98671.2500000000,93710.0000000000,98596,28716480,324164
552,"kernel_phase1(int*, int, int) [clone .kd]",2,0,1519,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,34684
553,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,829,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,651.1875000000,0.0000000000,628,177216,25505
554,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,829,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,673.2500000000,0.0000000000,628,159120,25993
555,"kernel_phase3(int*, int, int) [clone .kd]",2,0,1525,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98672.6250000000,93729.9375000000,98596,28716480,326449
556,"kernel_phase1(int*, int, int) [clone .kd]",2,0,1530,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,35185
557,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,835,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,650.5625000000,0.0000000000,628,177216,26812
558,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,835,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,667.5000000000,0.0000000000,628,159120,25900
559,"kernel_phase3(int*, int, int) [clone .kd]",2,0,1536,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98678.6875000000,93711.3750000000,98596,28716480,325652
560,"kernel_phase1(int*, int, int) [clone .kd]",2,0,1541,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,36084
561,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,841,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,650.8750000000,0.0000000000,628,177216,26952
562,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,841,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,662.3125000000,0.0000000000,628,159120,26972
563,"kernel_phase3(int*, int, int) [clone .kd]",2,0,1547,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98689.3750000000,93709.5000000000,98596,28716480,327412
564,"kernel_phase1(int*, int, int) [clone .kd]",2,0,1552,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,36208
565,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,847,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,650.1250000000,0.0000000000,628,177216,26384
566,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,847,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,670.1250000000,0.0000000000,628,159120,27071
567,"kernel_phase3(int*, int, int) [clone .kd]",2,0,1558,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98675.6875000000,93722.6875000000,98596,28716480,326620
568,"kernel_phase1(int*, int, int) [clone .kd]",2,0,1563,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,36032
569,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,853,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,650.9375000000,0.0000000000,628,177216,26596
570,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,853,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,665.5625000000,0.0000000000,628,159120,25448
571,"kernel_phase3(int*, int, int) [clone .kd]",2,0,1569,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98671.8750000000,93728.1875000000,98596,28716480,329692
572,"kernel_phase1(int*, int, int) [clone .kd]",2,0,1574,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,36012
573,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,859,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,655.0625000000,0.0000000000,628,177216,26657
574,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,859,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,671.1250000000,0.0000000000,628,159120,26852
575,"kernel_phase3(int*, int, int) [clone .kd]",2,0,1580,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98690.5000000000,93700.9375000000,98596,28716480,330312
576,"kernel_phase1(int*, int, int) [clone .kd]",2,0,1585,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,35836
577,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,865,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,649.4375000000,0.0000000000,628,177216,25116
578,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,865,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,666.8125000000,0.0000000000,628,159120,24960
579,"kernel_phase3(int*, int, int) [clone .kd]",2,0,1591,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98678.2500000000,93702.0625000000,98596,28716480,328476
580,"kernel_phase1(int*, int, int) [clone .kd]",2,0,1596,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,34904
581,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,871,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,651.2500000000,0.0000000000,628,177216,26089
582,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,871,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,667.2500000000,0.0000000000,628,159120,25828
583,"kernel_phase3(int*, int, int) [clone .kd]",2,0,1602,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98675.4375000000,93719.5000000000,98596,28716480,330244
584,"kernel_phase1(int*, int, int) [clone .kd]",2,0,1607,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,36940
585,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,877,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,652.3750000000,0.0000000000,628,177216,26248
586,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,877,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,666.6250000000,0.0000000000,628,159120,26616
587,"kernel_phase3(int*, int, int) [clone .kd]",2,0,1613,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98681.8750000000,93699.6250000000,98596,28716480,328440
588,"kernel_phase1(int*, int, int) [clone .kd]",2,0,1618,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,35464
589,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,883,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,650.1250000000,0.0000000000,628,177216,27160
590,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,883,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,668.6250000000,0.0000000000,628,159120,26056
591,"kernel_phase3(int*, int, int) [clone .kd]",2,0,1624,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98684.1250000000,93701.3125000000,98596,28716480,327797
592,"kernel_phase1(int*, int, int) [clone .kd]",2,0,1629,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,35416
593,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,889,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,651.0000000000,0.0000000000,628,177216,25900
594,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,889,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,669.6250000000,0.0000000000,628,159120,26308
595,"kernel_phase3(int*, int, int) [clone .kd]",2,0,1635,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98685.4375000000,93714.0000000000,98596,28716480,326407
596,"kernel_phase1(int*, int, int) [clone .kd]",2,0,1640,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,35148
597,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,895,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,651.1875000000,0.0000000000,628,177216,26448
598,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,895,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,665.1875000000,0.0000000000,628,159120,26248
599,"kernel_phase3(int*, int, int) [clone .kd]",2,0,1646,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98675.8750000000,93734.3750000000,98596,28716480,329309
600,"kernel_phase1(int*, int, int) [clone .kd]",2,0,1651,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,35732
601,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,901,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,654.9375000000,0.0000000000,628,177216,25224
602,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,901,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,673.0625000000,0.0000000000,628,159120,25528
603,"kernel_phase3(int*, int, int) [clone .kd]",2,0,1657,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98666.8750000000,93733.6875000000,98596,28716480,327452
604,"kernel_phase1(int*, int, int) [clone .kd]",2,0,1662,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,36028
605,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,907,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,651.3750000000,0.0000000000,628,177216,26585
606,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,907,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,670.6875000000,0.0000000000,628,159120,25177
607,"kernel_phase3(int*, int, int) [clone .kd]",2,0,1668,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98690.1875000000,93700.1875000000,98596,28716480,327689
608,"kernel_phase1(int*, int, int) [clone .kd]",2,0,1673,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,36968
609,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,913,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,650.9375000000,0.0000000000,628,177216,26360
610,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,913,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,670.8125000000,0.0000000000,628,159120,25856
611,"kernel_phase3(int*, int, int) [clone .kd]",2,0,1679,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98677.8125000000,93735.1250000000,98596,28716480,327784
612,"kernel_phase1(int*, int, int) [clone .kd]",2,0,1684,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,36136
613,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,919,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,654.3125000000,0.0000000000,628,177216,26692
614,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,919,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,675.7500000000,0.0000000000,628,159120,27501
615,"kernel_phase3(int*, int, int) [clone .kd]",2,0,1690,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98680.8750000000,93697.6250000000,98596,28716480,326304
616,"kernel_phase1(int*, int, int) [clone .kd]",2,0,1695,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,36524
617,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,925,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,650.7500000000,0.0000000000,628,177216,26377
618,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,925,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,671.8125000000,0.0000000000,628,159120,26977
619,"kernel_phase3(int*, int, int) [clone .kd]",2,0,1701,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98663.3750000000,93718.5000000000,98596,28716480,327268
620,"kernel_phase1(int*, int, int) [clone .kd]",2,0,1706,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,37464
621,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,931,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,651.3125000000,0.0000000000,628,177216,26468
622,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,931,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,671.3125000000,0.0000000000,628,159120,25293
623,"kernel_phase3(int*, int, int) [clone .kd]",2,0,1712,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98676.6875000000,93709.7500000000,98596,28716480,327685
624,"kernel_phase1(int*, int, int) [clone .kd]",2,0,1717,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,37061
625,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,937,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,650.8125000000,0.0000000000,628,177216,27112
626,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,937,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,670.1250000000,0.0000000000,628,159120,26392
627,"kernel_phase3(int*, int, int) [clone .kd]",2,0,1723,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98661.8125000000,93711.2500000000,98596,28716480,314784
