Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,FETCH_SIZE,WRITE_SIZE,SQ_WAVES,SQ_INSTS_VALU,GRBM_GUI_ACTIVE
147,"kernel_phase3(int*, int, int) [clone .kd]",2,0,403,926980,926980,6310144,256,8192,0,36,36,16,64,0x0,0x14d162814e40,98682.8125000000,93685.3125000000,98596,22778496,376604
148,"kernel_phase1(int*, int, int) [clone .kd]",2,0,408,926980,926980,256,256,4096,0,20,20,16,64,0x0,0x14d162814d80,8.3750000000,0.0000000000,4,1224,35588
149,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,223,926980,926980,40192,256,8192,0,36,36,16,64,0x0,0x14d162814dc0,653.4375000000,0.0000000000,628,139776,24972
150,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,223,926980,926980,40192,256,8192,0,32,32,16,64,0x0,0x14d162814e00,670.5000000000,0.0000000000,628,141024,22332
151,"kernel_phase3(int*, int, int) [clone .kd]",2,0,414,926980,926980,6310144,256,8192,0,36,36,16,64,0x0,0x14d162814e40,98685.1250000000,93680.3750000000,98596,22778496,376441
152,"kernel_phase1(int*, int, int) [clone .kd]",2,0,419,926980,926980,256,256,4096,0,20,20,16,64,0x0,0x14d162814d80,8.3750000000,0.0000000000,4,1224,35107
153,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,229,926980,926980,40192,256,8192,0,36,36,16,64,0x0,0x14d162814dc0,651.5625000000,0.0000000000,628,139776,24793
154,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,229,926980,926980,40192,256,8192,0,32,32,16,64,0x0,0x14d162814e00,665.4375000000,0.0000000000,628,141024,23249
155,"kernel_phase3(int*, int, int) [clone .kd]",2,0,425,926980,926980,6310144,256,8192,0,36,36,16,64,0x0,0x14d162814e40,98683.7500000000,93692.0000000000,98596,22778496,376724
156,"kernel_phase1(int*, int, int) [clone .kd]",2,0,430,926980,926980,256,256,4096,0,20,20,16,64,0x0,0x14d162814d80,8.3750000000,0.0000000000,4,1224,35484
157,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,235,926980,926980,40192,256,8192,0,36,36,16,64,0x0,0x14d162814dc0,650.0000000000,0.0000000000,628,139776,25644
158,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,235,926980,926980,40192,256,8192,0,32,32,16,64,0x0,0x14d162814e00,664.8750000000,0.0000000000,628,141024,23244
159,"kernel_phase3(int*, int, int) [clone .kd]",2,0,436,926980,926980,6310144,256,8192,0,36,36,16,64,0x0,0x14d162814e40,98685.5625000000,93686.4375000000,98596,22778496,377437
160,"kernel_phase1(int*, int, int) [clone .kd]",2,0,441,926980,926980,256,256,4096,0,20,20,16,64,0x0,0x14d162814d80,8.3750000000,0.0000000000,4,1224,34901
161,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,241,926980,926980,40192,256,8192,0,36,36,16,64,0x0,0x14d162814dc0,653.1250000000,0.0000000000,628,139776,25244
162,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,241,926980,926980,40192,256,8192,0,32,32,16,64,0x0,0x14d162814e00,667.6875000000,0.0000000000,628,141024,22365
163,"kernel_phase3(int*, int, int) [clone .kd]",2,0,447,926980,926980,6310144,256,8192,0,36,36,16,64,0x0,0x14d162814e40,98682.2500000000,93670.8750000000,98596,22778496,377552
164,"kernel_phase1(int*, int, int) [clone .kd]",2,0,452,926980,926980,256,256,4096,0,20,20,16,64,0x0,0x14d162814d80,8.3750000000,0.0000000000,4,1224,34576
165,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,247,926980,926980,40192,256,8192,0,36,36,16,64,0x0,0x14d162814dc0,653.4375000000,0.0000000000,628,139776,25528
166,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,247,926980,926980,40192,256,8192,0,32,32,16,64,0x0,0x14d162814e00,671.6875000000,0.0000000000,628,141024,23672
167,"kernel_phase3(int*, int, int) [clone .kd]",2,0,458,926980,926980,6310144,256,8192,0,36,36,16,64,0x0,0x14d162814e40,98683.8125000000,93687.0625000000,98596,22778496,377096
168,"kernel_phase1(int*, int, int) [clone .kd]",2,0,463,926980,926980,256,256,4096,0,20,20,16,64,0x0,0x14d162814d80,8.3750000000,0.0000000000,4,1224,35552
169,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,253,926980,926980,40192,256,8192,0,36,36,16,64,0x0,0x14d162814dc0,654.8750000000,0.0000000000,628,139776,24816
170,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,253,926980,926980,40192,256,8192,0,32,32,16,64,0x0,0x14d162814e00,673.1250000000,0.0000000000,628,141024,23032
171,"kernel_phase3(int*, int, int) [clone .kd]",2,0,469,926980,926980,6310144,256,8192,0,36,36,16,64,0x0,0x14d162814e40,98670.3750000000,93684.6250000000,98596,22778496,374869
172,"kernel_phase1(int*, int, int) [clone .kd]",2,0,474,926980,926980,256,256,4096,0,20,20,16,64,0x0,0x14d162814d80,8.3750000000,0.0000000000,4,1224,34725
173,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,259,926980,926980,40192,256,8192,0,36,36,16,64,0x0,0x14d162814dc0,651.8750000000,0.0000000000,628,139776,24949
174,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,259,926980,926980,40192,256,8192,0,32,32,16,64,0x0,0x14d162814e00,674.2500000000,0.0000000000,628,141024,22932
175,"kernel_phase3(int*, int, int) [clone .kd]",2,0,480,926980,926980,6310144,256,8192,0,36,36,16,64,0x0,0x14d162814e40,98674.4375000000,93692.3750000000,98596,22778496,376580
176,"kernel_phase1(int*, int, int) [clone .kd]",2,0,485,926980,926980,256,256,4096,0,20,20,16,64,0x0,0x14d162814d80,8.3750000000,0.0000000000,4,1224,35257
177,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,265,926980,926980,40192,256,8192,0,36,36,16,64,0x0,0x14d162814dc0,653.3750000000,0.0000000000,628,139776,25073
178,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,265,926980,926980,40192,256,8192,0,32,32,16,64,0x0,0x14d162814e00,670.3125000000,0.0000000000,628,141024,22433
179,"kernel_phase3(int*, int, int) [clone .kd]",2,0,491,926980,926980,6310144,256,8192,0,36,36,16,64,0x0,0x14d162814e40,98683.2500000000,93685.6250000000,98596,22778496,376980
180,"kernel_phase1(int*, int, int) [clone .kd]",2,0,496,926980,926980,256,256,4096,0,20,20,16,64,0x0,0x14d162814d80,8.3750000000,0.0000000000,4,1224,34540
181,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,271,926980,926980,40192,256,8192,0,36,36,16,64,0x0,0x14d162814dc0,667.5625000000,0.0000000000,628,139776,25532
182,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,271,926980,926980,40192,256,8192,0,32,32,16,64,0x0,0x14d162814e00,675.4375000000,0.0000000000,628,141024,23836
183,"kernel_phase3(int*, int, int) [clone .kd]",2,0,502,926980,926980,6310144,256,8192,0,36,36,16,64,0x0,0x14d162814e40,98687.3750000000,93682.5625000000,98596,22778496,376944
184,"kernel_phase1(int*, int, int) [clone .kd]",2,0,507,926980,926980,256,256,4096,0,20,20,16,64,0x0,0x14d162814d80,8.3750000000,0.0000000000,4,1224,35136
185,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,277,926980,926980,40192,256,8192,0,36,36,16,64,0x0,0x14d162814dc0,653.3125000000,0.0000000000,628,139776,24896
186,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,277,926980,926980,40192,256,8192,0,32,32,16,64,0x0,0x14d162814e00,669.9375000000,0.0000000000,628,141024,23448
187,"kernel_phase3(int*, int, int) [clone .kd]",2,0,513,926980,926980,6310144,256,8192,0,36,36,16,64,0x0,0x14d162814e40,98685.0625000000,93696.6875000000,98596,22778496,376676
188,"kernel_phase1(int*, int, int) [clone .kd]",2,0,518,926980,926980,256,256,4096,0,20,20,16,64,0x0,0x14d162814d80,8.3750000000,0.0000000000,4,1224,34276
189,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,283,926980,926980,40192,256,8192,0,36,36,16,64,0x0,0x14d162814dc0,653.1250000000,0.0000000000,628,139776,24908
190,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,283,926980,926980,40192,256,8192,0,32,32,16,64,0x0,0x14d162814e00,667.5625000000,0.0000000000,628,141024,22637
191,"kernel_phase3(int*, int, int) [clone .kd]",2,0,524,926980,926980,6310144,256,8192,0,36,36,16,64,0x0,0x14d162814e40,98677.3750000000,93692.6875000000,98596,22778496,376293
192,"kernel_phase1(int*, int, int) [clone .kd]",2,0,529,926980,926980,256,256,4096,0,20,20,16,64,0x0,0x14d162814d80,8.3750000000,0.0000000000,4,1224,35012
193,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,289,926980,926980,40192,256,8192,0,36,36,16,64,0x0,0x14d162814dc0,654.8125000000,0.0000000000,628,139776,24573
194,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,289,926980,926980,40192,256,8192,0,32,32,16,64,0x0,0x14d162814e00,670.1875000000,0.0000000000,628,141024,22757
195,"kernel_phase3(int*, int, int) [clone .kd]",2,0,535,926980,926980,6310144,256,8192,0,36,36,16,64,0x0,0x14d162814e40,98688.2500000000,93687.6875000000,98596,22778496,377344
196,"kernel_phase1(int*, int, int) [clone .kd]",2,0,540,926980,926980,256,256,4096,0,20,20,16,64,0x0,0x14d162814d80,8.3750000000,0.0000000000,4,1224,35824
197,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,295,926980,926980,40192,256,8192,0,36,36,16,64,0x0,0x14d162814dc0,650.0625000000,0.0000000000,628,139776,24784
198,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,295,926980,926980,40192,256,8192,0,32,32,16,64,0x0,0x14d162814e00,670.8750000000,0.0000000000,628,141024,22840
199,"kernel_phase3(int*, int, int) [clone .kd]",2,0,546,926980,926980,6310144,256,8192,0,36,36,16,64,0x0,0x14d162814e40,98679.6875000000,93698.9375000000,98596,22778496,374053
200,"kernel_phase1(int*, int, int) [clone .kd]",2,0,551,926980,926980,256,256,4096,0,20,20,16,64,0x0,0x14d162814d80,8.3750000000,0.0000000000,4,1224,35309
201,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,301,926980,926980,40192,256,8192,0,36,36,16,64,0x0,0x14d162814dc0,653.3750000000,0.0000000000,628,139776,24812
202,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,301,926980,926980,40192,256,8192,0,32,32,16,64,0x0,0x14d162814e00,669.0625000000,0.0000000000,628,141024,22533
203,"kernel_phase3(int*, int, int) [clone .kd]",2,0,557,926980,926980,6310144,256,8192,0,36,36,16,64,0x0,0x14d162814e40,98682.1250000000,93685.7500000000,98596,22778496,375488
204,"kernel_phase1(int*, int, int) [clone .kd]",2,0,562,926980,926980,256,256,4096,0,20,20,16,64,0x0,0x14d162814d80,8.3750000000,0.0000000000,4,1224,35544
205,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,307,926980,926980,40192,256,8192,0,36,36,16,64,0x0,0x14d162814dc0,653.1250000000,0.0000000000,628,139776,25672
206,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,307,926980,926980,40192,256,8192,0,32,32,16,64,0x0,0x14d162814e00,669.3750000000,0.0000000000,628,141024,22120
207,"kernel_phase3(int*, int, int) [clone .kd]",2,0,568,926980,926980,6310144,256,8192,0,36,36,16,64,0x0,0x14d162814e40,98683.2500000000,93687.9375000000,98596,22778496,374972
208,"kernel_phase1(int*, int, int) [clone .kd]",2,0,573,926980,926980,256,256,4096,0,20,20,16,64,0x0,0x14d162814d80,8.3750000000,0.0000000000,4,1224,34940
209,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,313,926980,926980,40192,256,8192,0,36,36,16,64,0x0,0x14d162814dc0,653.0000000000,0.0000000000,628,139776,25308
210,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,313,926980,926980,40192,256,8192,0,32,32,16,64,0x0,0x14d162814e00,673.9375000000,0.0000000000,628,141024,22588
211,"kernel_phase3(int*, int, int) [clone .kd]",2,0,579,926980,926980,6310144,256,8192,0,36,36,16,64,0x0,0x14d162814e40,98686.0625000000,93695.3750000000,98596,22778496,376412
212,"kernel_phase1(int*, int, int) [clone .kd]",2,0,584,926980,926980,256,256,4096,0,20,20,16,64,0x0,0x14d162814d80,8.3750000000,0.0000000000,4,1224,35041
213,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,319,926980,926980,40192,256,8192,0,36,36,16,64,0x0,0x14d162814dc0,652.0000000000,0.0000000000,628,139776,24777
214,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,319,926980,926980,40192,256,8192,0,32,32,16,64,0x0,0x14d162814e00,671.8750000000,0.0000000000,628,141024,22953
215,"kernel_phase3(int*, int, int) [clone .kd]",2,0,590,926980,926980,6310144,256,8192,0,36,36,16,64,0x0,0x14d162814e40,98684.8750000000,93695.5000000000,98596,22778496,376500
216,"kernel_phase1(int*, int, int) [clone .kd]",2,0,595,926980,926980,256,256,4096,0,20,20,16,64,0x0,0x14d162814d80,8.3750000000,0.0000000000,4,1224,35716
217,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,325,926980,926980,40192,256,8192,0,36,36,16,64,0x0,0x14d162814dc0,653.3750000000,0.0000000000,628,139776,24156
218,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,325,926980,926980,40192,256,8192,0,32,32,16,64,0x0,0x14d162814e00,673.1875000000,0.0000000000,628,141024,23388
219,"kernel_phase3(int*, int, int) [clone .kd]",2,0,601,926980,926980,6310144,256,8192,0,36,36,16,64,0x0,0x14d162814e40,98684.9375000000,93684.5000000000,98596,22778496,377721
220,"kernel_phase1(int*, int, int) [clone .kd]",2,0,606,926980,926980,256,256,4096,0,20,20,16,64,0x0,0x14d162814d80,8.3750000000,0.0000000000,4,1224,35889
221,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,331,926980,926980,40192,256,8192,0,36,36,16,64,0x0,0x14d162814dc0,654.5625000000,0.0000000000,628,139776,25561
222,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,331,926980,926980,40192,256,8192,0,32,32,16,64,0x0,0x14d162814e00,673.8125000000,0.0000000000,628,141024,22665
223,"kernel_phase3(int*, int, int) [clone .kd]",2,0,612,926980,926980,6310144,256,8192,0,36,36,16,64,0x0,0x14d162814e40,98683.5000000000,93665.7500000000,98596,22778496,375268
224,"kernel_phase1(int*, int, int) [clone .kd]",2,0,617,926980,926980,256,256,4096,0,20,20,16,64,0x0,0x14d162814d80,8.3750000000,0.0000000000,4,1224,35540
225,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,337,926980,926980,40192,256,8192,0,36,36,16,64,0x0,0x14d162814dc0,653.0625000000,0.0000000000,628,139776,24868
226,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,337,926980,926980,40192,256,8192,0,32,32,16,64,0x0,0x14d162814e00,667.8125000000,0.0000000000,628,141024,23708
227,"kernel_phase3(int*, int, int) [clone .kd]",2,0,623,926980,926980,6310144,256,8192,0,36,36,16,64,0x0,0x14d162814e40,98668.8125000000,93692.3750000000,98596,22778496,376441
228,"kernel_phase1(int*, int, int) [clone .kd]",2,0,628,926980,926980,256,256,4096,0,20,20,16,64,0x0,0x14d162814d80,8.3750000000,0.0000000000,4,1224,34044
229,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,343,926980,926980,40192,256,8192,0,36,36,16,64,0x0,0x14d162814dc0,653.7500000000,0.0000000000,628,139776,24497
230,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,343,926980,926980,40192,256,8192,0,32,32,16,64,0x0,0x14d162814e00,669.6250000000,0.0000000000,628,141024,22785
231,"kernel_phase3(int*, int, int) [clone .kd]",2,0,634,926980,926980,6310144,256,8192,0,36,36,16,64,0x0,0x14d162814e40,98681.5000000000,93687.4375000000,98596,22778496,374857
232,"kernel_phase1(int*, int, int) [clone .kd]",2,0,639,926980,926980,256,256,4096,0,20,20,16,64,0x0,0x14d162814d80,8.3750000000,0.0000000000,4,1224,35433
233,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,349,926980,926980,40192,256,8192,0,36,36,16,64,0x0,0x14d162814dc0,653.5000000000,0.0000000000,628,139776,26873
234,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,349,926980,926980,40192,256,8192,0,32,32,16,64,0x0,0x14d162814e00,676.1875000000,0.0000000000,628,141024,23625
235,"kernel_phase3(int*, int, int) [clone .kd]",2,0,645,926980,926980,6310144,256,8192,0,36,36,16,64,0x0,0x14d162814e40,98687.6250000000,93682.9375000000,98596,22778496,376164
236,"kernel_phase1(int*, int, int) [clone .kd]",2,0,650,926980,926980,256,256,4096,0,20,20,16,64,0x0,0x14d162814d80,8.3750000000,0.0000000000,4,1224,34372
237,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,355,926980,926980,40192,256,8192,0,36,36,16,64,0x0,0x14d162814dc0,653.4375000000,0.0000000000,628,139776,24732
238,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,355,926980,926980,40192,256,8192,0,32,32,16,64,0x0,0x14d162814e00,673.8750000000,0.0000000000,628,141024,23164
239,"kernel_phase3(int*, int, int) [clone .kd]",2,0,656,926980,926980,6310144,256,8192,0,36,36,16,64,0x0,0x14d162814e40,98680.1875000000,93690.2500000000,98596,22778496,375108
240,"kernel_phase1(int*, int, int) [clone .kd]",2,0,661,926980,926980,256,256,4096,0,20,20,16,64,0x0,0x14d162814d80,8.3750000000,0.0000000000,4,1224,36180
241,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,361,926980,926980,40192,256,8192,0,36,36,16,64,0x0,0x14d162814dc0,653.1250000000,0.0000000000,628,139776,25004
242,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,361,926980,926980,40192,256,8192,0,32,32,16,64,0x0,0x14d162814e00,667.9375000000,0.0000000000,628,141024,21988
243,"kernel_phase3(int*, int, int) [clone .kd]",2,0,667,926980,926980,6310144,256,8192,0,36,36,16,64,0x0,0x14d162814e40,98688.3750000000,93689.4375000000,98596,22778496,375440
244,"kernel_phase1(int*, int, int) [clone .kd]",2,0,672,926980,926980,256,256,4096,0,20,20,16,64,0x0,0x14d162814d80,8.3750000000,0.0000000000,4,1224,34896
245,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,367,926980,926980,40192,256,8192,0,36,36,16,64,0x0,0x14d162814dc0,651.6875000000,0.0000000000,628,139776,24832
246,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,367,926980,926980,40192,256,8192,0,32,32,16,64,0x0,0x14d162814e00,667.0625000000,0.0000000000,628,141024,22073
247,"kernel_phase3(int*, int, int) [clone .kd]",2,0,678,926980,926980,6310144,256,8192,0,36,36,16,64,0x0,0x14d162814e40,98688.6250000000,93681.3125000000,98596,22778496,377853
248,"kernel_phase1(int*, int, int) [clone .kd]",2,0,683,926980,926980,256,256,4096,0,20,20,16,64,0x0,0x14d162814d80,8.3750000000,0.0000000000,4,1224,33605
249,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,373,926980,926980,40192,256,8192,0,36,36,16,64,0x0,0x14d162814dc0,650.7500000000,0.0000000000,628,139776,24581
250,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,373,926980,926980,40192,256,8192,0,32,32,16,64,0x0,0x14d162814e00,677.7500000000,0.0000000000,628,141024,22973
251,"kernel_phase3(int*, int, int) [clone .kd]",2,0,689,926980,926980,6310144,256,8192,0,36,36,16,64,0x0,0x14d162814e40,98681.6250000000,93691.6875000000,98596,22778496,378416
252,"kernel_phase1(int*, int, int) [clone .kd]",2,0,694,926980,926980,256,256,4096,0,20,20,16,64,0x0,0x14d162814d80,8.3750000000,0.0000000000,4,1224,34256
253,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,379,926980,926980,40192,256,8192,0,36,36,16,64,0x0,0x14d162814dc0,653.1875000000,0.0000000000,628,139776,24984
254,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,379,926980,926980,40192,256,8192,0,32,32,16,64,0x0,0x14d162814e00,670.2500000000,0.0000000000,628,141024,22752
255,"kernel_phase3(int*, int, int) [clone .kd]",2,0,700,926980,926980,6310144,256,8192,0,36,36,16,64,0x0,0x14d162814e40,98689.1250000000,93680.5625000000,98596,22778496,378325
256,"kernel_phase1(int*, int, int) [clone .kd]",2,0,705,926980,926980,256,256,4096,0,20,20,16,64,0x0,0x14d162814d80,8.3750000000,0.0000000000,4,1224,34661
257,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,385,926980,926980,40192,256,8192,0,36,36,16,64,0x0,0x14d162814dc0,651.9375000000,0.0000000000,628,139776,25964
258,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,385,926980,926980,40192,256,8192,0,32,32,16,64,0x0,0x14d162814e00,674.1250000000,0.2500000000,628,141024,22293
259,"kernel_phase3(int*, int, int) [clone .kd]",2,0,711,926980,926980,6310144,256,8192,0,36,36,16,64,0x0,0x14d162814e40,98677.5625000000,93680.8125000000,98596,22778496,376384
260,"kernel_phase1(int*, int, int) [clone .kd]",2,0,716,926980,926980,256,256,4096,0,20,20,16,64,0x0,0x14d162814d80,8.3750000000,0.0000000000,4,1224,35368
261,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,391,926980,926980,40192,256,8192,0,36,36,16,64,0x0,0x14d162814dc0,655.0625000000,0.0000000000,628,139776,26248
262,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,391,926980,926980,40192,256,8192,0,32,32,16,64,0x0,0x14d162814e00,669.8750000000,0.0000000000,628,141024,22088
263,"kernel_phase3(int*, int, int) [clone .kd]",2,0,722,926980,926980,6310144,256,8192,0,36,36,16,64,0x0,0x14d162814e40,98687.1250000000,93690.5000000000,98596,22778496,377044
264,"kernel_phase1(int*, int, int) [clone .kd]",2,0,727,926980,926980,256,256,4096,0,20,20,16,64,0x0,0x14d162814d80,8.3750000000,0.0000000000,4,1224,35308
265,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,397,926980,926980,40192,256,8192,0,36,36,16,64,0x0,0x14d162814dc0,652.8125000000,0.0000000000,628,139776,25324
266,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,397,926980,926980,40192,256,8192,0,32,32,16,64,0x0,0x14d162814e00,673.1250000000,0.0000000000,628,141024,22148
267,"kernel_phase3(int*, int, int) [clone .kd]",2,0,733,926980,926980,6310144,256,8192,0,36,36,16,64,0x0,0x14d162814e40,98679.0625000000,93681.9375000000,98596,22778496,376057
268,"kernel_phase1(int*, int, int) [clone .kd]",2,0,738,926980,926980,256,256,4096,0,20,20,16,64,0x0,0x14d162814d80,8.3750000000,0.0000000000,4,1224,35169
269,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,403,926980,926980,40192,256,8192,0,36,36,16,64,0x0,0x14d162814dc0,653.5625000000,0.0000000000,628,139776,25265
270,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,403,926980,926980,40192,256,8192,0,32,32,16,64,0x0,0x14d162814e00,670.0000000000,0.0000000000,628,141024,21961
271,"kernel_phase3(int*, int, int) [clone .kd]",2,0,744,926980,926980,6310144,256,8192,0,36,36,16,64,0x0,0x14d162814e40,98679.1250000000,93688.6875000000,98596,22778496,376783
272,"kernel_phase1(int*, int, int) [clone .kd]",2,0,749,926980,926980,256,256,4096,0,20,20,16,64,0x0,0x14d162814d80,8.3750000000,0.0000000000,4,1224,33842
273,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,409,926980,926980,40192,256,8192,0,36,36,16,64,0x0,0x14d162814dc0,657.8750000000,0.0000000000,628,139776,26252
274,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,409,926980,926980,40192,256,8192,0,32,32,16,64,0x0,0x14d162814e00,675.8750000000,0.0000000000,628,141024,22604
275,"kernel_phase3(int*, int, int) [clone .kd]",2,0,755,926980,926980,6310144,256,8192,0,36,36,16,64,0x0,0x14d162814e40,98680.0625000000,93672.5625000000,98596,22778496,376056
276,"kernel_phase1(int*, int, int) [clone .kd]",2,0,760,926980,926980,256,256,4096,0,20,20,16,64,0x0,0x14d162814d80,8.3750000000,0.0000000000,4,1224,35936
277,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,415,926980,926980,40192,256,8192,0,36,36,16,64,0x0,0x14d162814dc0,652.8750000000,0.0000000000,628,139776,24360
278,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,415,926980,926980,40192,256,8192,0,32,32,16,64,0x0,0x14d162814e00,671.7500000000,0.0000000000,628,141024,22560
279,"kernel_phase3(int*, int, int) [clone .kd]",2,0,766,926980,926980,6310144,256,8192,0,36,36,16,64,0x0,0x14d162814e40,98687.5625000000,93676.6250000000,98596,22778496,376940
280,"kernel_phase1(int*, int, int) [clone .kd]",2,0,771,926980,926980,256,256,4096,0,20,20,16,64,0x0,0x14d162814d80,8.3750000000,0.0000000000,4,1224,34612
281,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,421,926980,926980,40192,256,8192,0,36,36,16,64,0x0,0x14d162814dc0,653.0000000000,0.0000000000,628,139776,24756
282,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,421,926980,926980,40192,256,8192,0,32,32,16,64,0x0,0x14d162814e00,673.0000000000,0.0000000000,628,141024,22852
283,"kernel_phase3(int*, int, int) [clone .kd]",2,0,777,926980,926980,6310144,256,8192,0,36,36,16,64,0x0,0x14d162814e40,98685.0000000000,93688.8125000000,98596,22778496,375472
284,"kernel_phase1(int*, int, int) [clone .kd]",2,0,782,926980,926980,256,256,4096,0,20,20,16,64,0x0,0x14d162814d80,8.6250000000,0.0000000000,4,1224,35192
285,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,427,926980,926980,40192,256,8192,0,36,36,16,64,0x0,0x14d162814dc0,666.2500000000,0.0000000000,628,139776,25424
286,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,427,926980,926980,40192,256,8192,0,32,32,16,64,0x0,0x14d162814e00,680.9375000000,0.0000000000,628,141024,22824
287,"kernel_phase3(int*, int, int) [clone .kd]",2,0,788,926980,926980,6310144,256,8192,0,36,36,16,64,0x0,0x14d162814e40,98682.5000000000,93694.2500000000,98596,22778496,375741
288,"kernel_phase1(int*, int, int) [clone .kd]",2,0,793,926980,926980,256,256,4096,0,20,20,16,64,0x0,0x14d162814d80,8.3750000000,0.0000000000,4,1224,36005
289,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,433,926980,926980,40192,256,8192,0,36,36,16,64,0x0,0x14d162814dc0,652.0000000000,0.0000000000,628,139776,24941
290,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,433,926980,926980,40192,256,8192,0,32,32,16,64,0x0,0x14d162814e00,666.0625000000,0.0000000000,628,141024,22637
291,"kernel_phase3(int*, int, int) [clone .kd]",2,0,799,926980,926980,6310144,256,8192,0,36,36,16,64,0x0,0x14d162814e40,98687.6875000000,93687.7500000000,98596,22778496,376312
292,"kernel_phase1(int*, int, int) [clone .kd]",2,0,804,926980,926980,256,256,4096,0,20,20,16,64,0x0,0x14d162814d80,8.3750000000,0.0000000000,4,1224,34304
293,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,439,926980,926980,40192,256,8192,0,36,36,16,64,0x0,0x14d162814dc0,653.6875000000,0.0000000000,628,139776,23928
294,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,439,926980,926980,40192,256,8192,0,32,32,16,64,0x0,0x14d162814e00,669.3125000000,0.0000000000,628,141024,22136
