Version,BR,BC,Testcase,TotalTime_ms,IOTime_ms,CommuTime_ms,ComputeTime_ms
hw4_8_8,8,8,t03,48.259,28.263,6.309,13.687
hw4_8_8,8,8,t04,47.604,26.219,6.333,15.052
hw4_8_8,8,8,t05,61.302,27.079,7.412,26.811
hw4_8_8,8,8,t06,60.125,24.280,6.208,29.638
hw4_8_8,8,8,t07,89.731,24.686,6.423,58.622
hw4_8_8,8,8,t08,89.086,24.058,6.338,58.690
hw4_8_8,8,8,t09,147.014,24.491,6.310,116.212
hw4_8_8,8,8,t10,145.757,22.177,6.221,117.359
hw4_8_8,8,8,t11,1352.702,860.581,213.382,278.739
hw4_8_8,8,8,t12,1892.042,1153.830,298.561,439.651
hw4_8_8,8,8,t13,1454.111,733.649,204.168,516.294
hw4_8_8,8,8,t14,996.858,503.228,126.543,367.087
hw4_8_8,8,8,t15,1253.606,468.785,130.017,654.804
hw4_8_8,8,8,t16,1078.618,390.369,100.730,587.519
hw4_8_8,8,8,t17,1535.322,380.566,103.359,1051.397
hw4_8_8,8,8,t18,1224.998,259.072,80.332,885.594
hw4_8_8,8,8,t19,1982.265,296.640,77.727,1607.898
hw4_8_8,8,8,t20,1419.295,181.238,52.245,1185.812
hw4_8_8,8,8,t21,3233.800,424.029,127.165,2682.606
hw4_8_8,8,8,t22,7208.066,955.463,251.374,6001.229
hw4_8_8,8,8,t23,2441.771,189.331,52.352,2200.088
hw4_8_8,8,8,t24,5236.512,276.060,101.884,4858.569
hw4_8_8,8,8,t25,2753.766,109.547,31.815,2612.405
hw4_8_8,8,8,t26,2026.527,63.397,21.926,1941.204
hw4_8_8,8,8,t27,3582.083,57.225,21.963,3502.895
hw4_8_8,8,8,t28,3210.242,48.402,18.266,3143.574
hw4_8_8,8,8,t29,5708.426,62.070,17.823,5628.533
hw4_8_8,8,8,t30,6574.498,52.147,19.151,6503.201
