N,Nodes,Cores,Total_Time_srun,IO_Time,Comm_Time,CPU_Time
1000003,4,1,0.54,0.031576,0.000011,0.051296
1000003,4,2,0.61,0.035674,0.003065,0.015981
1000003,4,3,0.64,0.034618,0.004897,0.011225
1000003,4,4,0.62,0.036653,0.021869,0.008857
1000003,4,5,0.79,0.044762,0.005577,0.007455
1000003,4,6,0.84,0.061840,0.004777,0.006755
1000003,4,7,0.88,0.068847,0.004022,0.006046
1000003,4,8,0.88,0.082527,0.021779,0.005859
1000003,4,9,1.00,0.096302,0.005148,0.005763
1000003,4,10,1.18,0.212867,0.005754,0.005917
1000003,4,11,1.16,0.214034,0.007019,0.007241
1000003,4,12,1.23,0.164413,0.004690,0.004992
1000003,4,13,1.15,0.169368,0.004964,0.005068
1000003,4,14,1.27,0.275770,0.004921,0.006576
1000003,4,15,1.29,0.209233,0.005032,0.005033
1000003,4,16,1.18,0.205287,0.036134,0.006171
1000003,4,17,1.12,0.190687,0.008937,0.004845
1000003,4,18,1.24,0.194079,0.006464,0.004507
1000003,4,19,1.17,0.158176,0.006179,0.004501
1000003,4,20,1.22,0.160258,0.008600,0.004437
1000003,4,21,1.26,0.212602,0.006750,0.004375
1000003,4,22,1.30,0.189498,0.006908,0.004554
1000003,4,23,1.45,0.273751,0.007110,0.005115
1000003,4,24,1.34,0.197626,0.006673,0.004358
1000003,4,25,1.41,0.203698,0.006771,0.004787
1000003,4,26,1.43,0.198173,0.006657,0.004042
1000003,4,27,1.43,0.193192,0.006975,0.004625
1000003,4,28,1.54,0.351731,0.009459,0.005419
1000003,4,29,1.47,0.196087,0.007215,0.004182
1000003,4,30,1.42,0.174908,0.007010,0.004209
1000003,4,31,1.51,0.200990,0.007009,0.004450
1000003,4,32,1.46,0.202974,0.031430,0.004097
1000003,4,33,1.24,0.194359,0.006725,0.004486
1000003,4,34,1.32,0.208327,0.006886,0.004372
1000003,4,35,1.37,0.205386,0.007670,0.004442
1000003,4,36,1.34,0.197743,0.006811,0.004157
1000003,4,37,1.39,0.212611,0.007293,0.004051
1000003,4,38,1.55,0.203530,0.007309,0.003892
1000003,4,39,1.50,0.258692,0.008915,0.005383
1000003,4,40,1.34,0.170377,0.006836,0.004088
1000003,4,41,1.40,0.189550,0.006644,0.004127
1000003,4,42,1.57,0.243618,0.009299,0.004533
1000003,4,43,1.44,0.218237,0.006930,0.004264
1000003,4,44,1.50,0.209021,0.007279,0.006132
1000003,4,45,1.52,0.204184,0.007389,0.004205
1000003,4,46,2.58,0.202181,0.007017,0.003942
1000003,4,47,1.50,0.208022,0.007333,0.004266
1000003,4,48,1.77,0.215913,0.009290,0.004429
