N,Nodes,Cores,Total_Time_srun,IO_Time,Comm_Time,CPU_Time
536869888,4,1,17.19,3.695644,0.000036,12.718864
536869888,4,2,9.72,1.958064,0.773958,6.404211
536869888,4,3,9.24,2.578425,1.360175,4.447115
536869888,4,4,6.80,1.665049,0.920137,3.504373
536869888,4,5,7.25,2.576671,0.979786,2.752769
536869888,4,6,6.07,2.032419,1.088017,2.160359
536869888,4,7,6.44,2.454484,1.124005,1.964185
536869888,4,8,6.20,2.390412,1.388132,1.632626
536869888,4,9,6.37,2.549571,1.204115,1.584323
536869888,4,10,6.10,2.679029,1.156823,1.330087
536869888,4,11,5.71,2.402042,1.139081,1.261296
536869888,4,12,5.60,2.406797,1.070001,1.163777
536869888,4,13,6.50,2.274778,1.227130,1.036748
536869888,4,14,5.79,2.382661,1.314981,1.041659
536869888,4,15,5.53,2.239767,1.395591,0.883426
536869888,4,16,5.21,2.174198,1.336371,0.809712
536869888,4,17,5.69,2.536845,1.300646,0.782608
536869888,4,18,6.25,2.112042,1.277269,0.877190
536869888,4,19,5.26,2.136147,1.359494,0.732991
536869888,4,20,5.44,2.462248,1.293078,0.685821
536869888,4,21,5.15,2.108440,1.274375,0.683157
536869888,4,22,4.88,1.934240,1.202692,0.648891
536869888,4,23,4.99,1.963013,1.244812,0.600933
536869888,4,24,4.77,1.881781,1.242258,0.539306
536869888,4,25,6.96,3.962895,1.219184,0.560030
536869888,4,26,4.89,1.921042,1.163140,0.524372
536869888,4,27,4.84,1.933697,1.230093,0.495174
536869888,4,28,5.00,2.024642,1.182484,0.501032
536869888,4,29,4.78,1.904213,1.163589,0.477964
536869888,4,30,4.57,1.720077,1.171178,0.421433
536869888,4,31,4.95,1.850231,1.112337,0.457566
536869888,4,32,4.26,1.685781,1.182882,0.415774
536869888,4,33,4.49,1.813725,1.115937,0.433198
536869888,4,34,5.37,2.748195,1.136407,0.406183
536869888,4,35,4.29,1.558317,1.204933,0.409790
536869888,4,36,4.31,1.670006,1.150644,0.404433
536869888,4,37,4.64,1.699501,1.230613,0.387753
536869888,4,38,4.45,1.743952,1.177623,0.388575
536869888,4,39,5.33,1.597549,1.202821,0.359312
536869888,4,40,4.55,1.915112,1.139555,0.351912
536869888,4,41,4.54,1.640967,1.210878,0.350613
536869888,4,42,4.29,1.563494,1.125965,0.373902
536869888,4,43,4.50,1.736704,1.203190,0.351192
536869888,4,44,4.76,1.983438,1.162467,0.320570
536869888,4,45,4.63,1.739815,1.133536,0.337869
536869888,4,46,4.25,1.555285,1.114165,0.326907
536869888,4,47,4.33,1.611801,1.151702,0.326604
536869888,4,48,4.48,1.740151,1.159720,0.313420
