N,Nodes,Cores,Total_Time_srun,IO_Time,Comm_Time,CPU_Time
11183,4,1,0.49,0.022099,0.000003,0.002200
11183,4,2,0.65,0.027722,0.002670,0.000507
11183,4,3,0.62,0.027677,0.002957,0.000632
11183,4,4,0.62,0.026043,0.009774,0.000595
11183,4,5,0.84,0.065390,0.000506,0.000607
11183,4,6,0.91,0.046796,0.000805,0.000635
11183,4,7,1.17,0.082554,0.000587,0.000830
11183,4,8,0.98,0.077695,0.018270,0.000722
11183,4,9,0.94,0.105914,0.003213,0.000565
11183,4,10,0.99,0.108193,0.003619,0.000673
11183,4,11,1.05,0.133002,0.000652,0.000845
11183,4,12,1.05,0.112811,0.000643,0.000695
11183,4,13,1.12,0.149738,0.001074,0.001425
11183,4,14,1.20,0.179324,0.001268,0.000793
11183,4,15,1.33,0.178734,0.000909,0.000887
11183,4,16,1.18,0.190637,0.018591,0.000946
11183,4,17,1.18,0.178977,0.000975,0.000696
11183,4,18,1.22,0.231354,0.003835,0.000939
11183,4,19,1.25,0.234283,0.001001,0.001185
11183,4,20,1.14,0.141080,0.003638,0.001012
11183,4,21,1.20,0.147453,0.000927,0.000872
11183,4,22,1.20,0.134927,0.000755,0.000855
11183,4,23,1.31,0.170630,0.000832,0.000766
11183,4,24,1.27,0.159975,0.000864,0.000950
11183,4,25,1.42,0.179027,0.000865,0.000978
11183,4,26,1.37,0.182407,0.001489,0.000980
11183,4,27,1.44,0.225606,0.001513,0.001199
11183,4,28,1.75,0.472448,0.003039,0.002334
11183,4,29,1.38,0.207486,0.001324,0.001066
11183,4,30,1.42,0.162860,0.000948,0.001017
11183,4,31,1.43,0.190390,0.001154,0.001163
11183,4,32,1.14,0.189324,0.018142,0.001142
11183,4,33,1.46,0.216727,0.001230,0.001166
11183,4,34,1.21,0.158132,0.000907,0.000880
11183,4,35,1.44,0.252078,0.001521,0.001385
11183,4,36,1.39,0.210067,0.000965,0.001240
11183,4,37,1.53,0.219297,0.001204,0.001174
11183,4,38,1.40,0.213771,0.001515,0.001230
11183,4,39,1.43,0.203955,0.001194,0.001379
11183,4,40,1.39,0.202950,0.001175,0.001036
11183,4,41,1.48,0.184148,0.001022,0.000987
11183,4,42,1.48,0.204822,0.001212,0.001384
11183,4,43,1.46,0.202879,0.001824,0.001077
11183,4,44,1.73,0.208616,0.001636,0.003416
11183,4,45,1.55,0.227939,0.001943,0.001422
11183,4,46,1.49,0.220851,0.001620,0.001340
11183,4,47,1.63,0.183605,0.001845,0.001322
11183,4,48,1.60,0.294412,0.003099,0.001923
