N,Nodes,Cores,Total_Time_srun,IO_Time,Comm_Time,CPU_Time
400000,4,1,0.54,0.027976,0.000009,0.036304
400000,4,2,0.57,0.025674,0.001012,0.009062
400000,4,3,0.61,0.032805,0.002838,0.006802
400000,4,4,0.62,0.029058,0.019973,0.006145
400000,4,5,0.81,0.040099,0.002454,0.005445
400000,4,6,1.00,0.049878,0.002693,0.004672
400000,4,7,0.89,0.071797,0.002652,0.004652
400000,4,8,0.91,0.091693,0.019837,0.004565
400000,4,9,0.96,0.099394,0.003007,0.004019
400000,4,10,1.07,0.115884,0.005559,0.004013
400000,4,11,1.15,0.127888,0.003015,0.003858
400000,4,12,1.08,0.146918,0.003037,0.003555
400000,4,13,1.22,0.155419,0.005782,0.003457
400000,4,14,1.14,0.184597,0.003272,0.003505
400000,4,15,1.23,0.198923,0.003302,0.003450
400000,4,16,1.11,0.183357,0.012223,0.004010
400000,4,17,1.20,0.193680,0.006347,0.003040
400000,4,18,1.21,0.185348,0.003176,0.003017
400000,4,19,1.29,0.176445,0.003392,0.002867
400000,4,20,1.20,0.192654,0.006272,0.003147
400000,4,21,1.26,0.160180,0.003835,0.003020
400000,4,22,1.23,0.191074,0.003744,0.002989
400000,4,23,1.37,0.255722,0.005968,0.003597
400000,4,24,1.46,0.191235,0.003811,0.002777
400000,4,25,1.34,0.198892,0.003660,0.002889
400000,4,26,1.40,0.212990,0.003851,0.002837
400000,4,27,1.39,0.207922,0.003788,0.002722
400000,4,28,1.34,0.173821,0.003583,0.002419
400000,4,29,1.43,0.186400,0.003851,0.002804
400000,4,30,1.42,0.198966,0.003468,0.002780
400000,4,31,1.55,0.206974,0.003693,0.002704
400000,4,32,1.24,0.211950,0.028104,0.002831
400000,4,33,1.28,0.206414,0.003852,0.002798
400000,4,34,1.50,0.207269,0.003623,0.002539
400000,4,35,1.58,0.198682,0.003947,0.002718
400000,4,36,1.47,0.218673,0.003840,0.002542
400000,4,37,1.50,0.183691,0.003840,0.002346
400000,4,38,1.43,0.200193,0.003553,0.002949
400000,4,39,1.44,0.217232,0.004860,0.002998
400000,4,40,1.33,0.205336,0.003721,0.002319
400000,4,41,1.41,0.209468,0.003923,0.002630
400000,4,42,1.55,0.214798,0.003775,0.002589
400000,4,43,1.44,0.221772,0.003946,0.002884
400000,4,44,1.50,0.201384,0.004047,0.004773
400000,4,45,1.47,0.195130,0.003903,0.002761
400000,4,46,1.47,0.201485,0.004175,0.002799
400000,4,47,1.41,0.179053,0.003623,0.002707
400000,4,48,1.50,0.231956,0.005292,0.002874
