N,Nodes,Cores,Total_Time_srun,IO_Time,Comm_Time,CPU_Time
100000,4,1,0.50,0.020528,0.000004,0.000889
100000,4,2,0.54,0.027905,0.000117,0.000301
100000,4,3,0.70,0.028562,0.000101,0.000554
100000,4,4,0.64,0.031045,0.017595,0.000523
100000,4,5,0.78,0.037137,0.000281,0.000625
100000,4,6,0.83,0.057108,0.000954,0.000579
100000,4,7,2.20,1.156875,0.000700,0.000550
100000,4,8,1.12,0.291348,0.018844,0.001827
100000,4,9,0.96,0.109208,0.000756,0.000816
100000,4,10,0.95,0.099397,0.000571,0.000650
100000,4,11,1.02,0.117926,0.000632,0.000805
100000,4,12,1.22,0.138386,0.000907,0.000770
100000,4,13,1.34,0.154584,0.000971,0.000789
100000,4,14,1.28,0.166576,0.000670,0.001079
100000,4,15,1.23,0.206409,0.000788,0.000753
100000,4,16,1.07,0.190297,0.018669,0.001107
100000,4,17,1.16,0.206085,0.001176,0.001371
100000,4,18,1.37,0.176685,0.000936,0.000976
100000,4,19,1.20,0.203537,0.000631,0.001005
100000,4,20,1.24,0.188006,0.000601,0.000898
100000,4,21,1.27,0.191241,0.000810,0.001199
100000,4,22,1.27,0.180901,0.001052,0.001059
100000,4,23,1.25,0.172156,0.000861,0.001125
100000,4,24,1.32,0.195186,0.001066,0.001601
100000,4,25,2.32,0.188666,0.000810,0.000907
100000,4,26,2.37,0.204724,0.001076,0.001102
100000,4,27,1.47,0.202943,0.001104,0.001411
100000,4,28,1.40,0.224465,0.000750,0.000979
100000,4,29,1.41,0.194548,0.000971,0.001046
100000,4,30,1.41,0.205237,0.001325,0.001364
100000,4,31,1.54,0.186228,0.000968,0.001179
100000,4,32,1.17,0.208373,0.025833,0.001219
100000,4,33,1.29,0.227619,0.001130,0.001270
100000,4,34,1.38,0.205646,0.000899,0.001029
100000,4,35,1.33,0.223515,0.000663,0.001285
100000,4,36,1.31,0.207592,0.000696,0.001223
100000,4,37,2.55,0.225637,0.001094,0.001394
100000,4,38,1.36,0.211235,0.000838,0.001087
100000,4,39,8.70,0.216683,0.001021,0.001395
100000,4,40,1.38,0.218681,0.001108,0.001170
100000,4,41,1.51,0.214034,0.000924,0.001328
100000,4,42,1.39,0.189501,0.001185,0.006058
100000,4,43,1.44,0.210967,0.001018,0.001515
100000,4,44,1.37,0.175888,0.000885,0.003289
100000,4,45,1.52,0.212059,0.000954,0.001347
100000,4,46,1.69,0.204273,0.000706,0.001243
100000,4,47,1.45,0.202550,0.000654,0.001348
100000,4,48,1.52,0.233888,0.000985,0.001205
