N,Nodes,Cores,Total_Time_srun,IO_Time,Comm_Time,CPU_Time
54923,4,1,0.58,0.018168,0.000008,0.033510
54923,4,2,0.61,0.031538,0.002765,0.006481
54923,4,3,1.61,0.025893,0.003922,0.005574
54923,4,4,0.58,0.030695,0.006286,0.004672
54923,4,5,0.78,0.040394,0.001248,0.004439
54923,4,6,0.80,0.053820,0.001469,0.004014
54923,4,7,1.14,0.057512,0.001516,0.005543
54923,4,8,0.90,0.081527,0.018836,0.004992
54923,4,9,0.92,0.091876,0.001483,0.004893
54923,4,10,1.21,0.143308,0.004689,0.004864
54923,4,11,1.02,0.111639,0.001717,0.004683
54923,4,12,1.10,0.149641,0.001563,0.004365
54923,4,13,1.38,0.306613,0.002079,0.004648
54923,4,14,1.20,0.176052,0.001524,0.004446
54923,4,15,1.41,0.185970,0.001695,0.004315
54923,4,16,1.12,0.199243,0.019245,0.004443
54923,4,17,1.27,0.243190,0.001792,0.005767
54923,4,18,1.21,0.183695,0.004370,0.004119
54923,4,19,1.30,0.198957,0.004456,0.005133
54923,4,20,1.34,0.306671,0.004894,0.004499
54923,4,21,2.10,0.346586,0.001919,0.027791
54923,4,22,1.36,0.189219,0.001924,0.004053
54923,4,23,1.31,0.192020,0.002332,0.003986
54923,4,24,1.31,0.180953,0.005269,0.003807
54923,4,25,1.47,0.183321,0.002130,0.004200
54923,4,26,1.46,0.213580,0.004563,0.004543
54923,4,27,1.36,0.210638,0.001964,0.004062
54923,4,28,1.44,0.220692,0.004412,0.004265
54923,4,29,1.40,0.161803,0.002160,0.003917
54923,4,30,1.45,0.193035,0.002122,0.003912
54923,4,31,1.50,0.200146,0.002043,0.004069
54923,4,32,1.21,0.209409,0.026660,0.004485
54923,4,33,2.30,0.229847,0.001873,0.003925
54923,4,34,1.32,0.200042,0.002058,0.003834
54923,4,35,1.57,0.221017,0.002283,0.003715
54923,4,36,1.34,0.204712,0.002386,0.003986
54923,4,37,1.52,0.228476,0.002306,0.003995
54923,4,38,1.37,0.217982,0.004261,0.004472
54923,4,39,1.39,0.204756,0.002353,0.004035
54923,4,40,1.34,0.201968,0.002403,0.003736
54923,4,41,1.42,0.218829,0.003902,0.004284
54923,4,42,1.42,0.213547,0.004507,0.004443
54923,4,43,1.47,0.220418,0.004792,0.004533
54923,4,44,1.72,0.365560,0.004085,0.007049
54923,4,45,1.60,0.193297,0.002133,0.003760
54923,4,46,2.29,1.088864,0.009704,0.004358
54923,4,47,1.44,0.186429,0.002320,0.003998
54923,4,48,1.72,0.220269,0.002209,0.003968
