N,Nodes,Cores,Total_Time_srun,IO_Time,Comm_Time,CPU_Time
400009,4,1,0.58,0.026008,0.000009,0.037882
400009,4,2,0.58,0.034786,0.001206,0.009036
400009,4,3,0.64,0.032021,0.002738,0.006836
400009,4,4,0.63,0.038998,0.019917,0.007698
400009,4,5,0.91,0.039292,0.002386,0.005257
400009,4,6,0.83,0.066457,0.002586,0.004803
400009,4,7,0.90,0.069621,0.002884,0.004676
400009,4,8,0.94,0.086575,0.019808,0.004463
400009,4,9,0.92,0.098672,0.005199,0.004227
400009,4,10,1.00,0.119346,0.005286,0.004082
400009,4,11,1.07,0.116970,0.003044,0.003671
400009,4,12,1.02,0.124156,0.003133,0.003422
400009,4,13,1.30,0.173980,0.004238,0.004005
400009,4,14,1.34,0.161879,0.003186,0.003182
400009,4,15,1.28,0.246784,0.007818,0.004172
400009,4,16,1.18,0.263151,0.040972,0.003902
400009,4,17,1.15,0.187708,0.003172,0.003055
400009,4,18,1.19,0.174467,0.005304,0.003019
400009,4,19,1.21,0.192591,0.003574,0.003176
400009,4,20,2.28,0.198078,0.006003,0.002808
400009,4,21,1.36,0.180093,0.003500,0.002941
400009,4,22,1.30,0.159410,0.003281,0.002871
400009,4,23,1.28,0.175201,0.003793,0.002512
400009,4,24,1.26,0.186146,0.003534,0.002864
400009,4,25,2.36,0.187954,0.003999,0.002697
400009,4,26,1.43,0.231600,0.005355,0.002986
400009,4,27,1.46,0.192820,0.003715,0.002778
400009,4,28,1.51,0.216207,0.003944,0.002563
400009,4,29,1.42,0.149110,0.004080,0.002448
400009,4,30,1.40,0.212409,0.003605,0.002853
400009,4,31,1.42,0.176725,0.003495,0.002484
400009,4,32,1.16,0.178481,0.027670,0.002637
400009,4,33,1.29,0.213216,0.003811,0.002479
400009,4,34,2.35,0.220087,0.003991,0.002573
400009,4,35,2.28,0.177142,0.003520,0.002591
400009,4,36,1.39,0.216152,0.003800,0.002447
400009,4,37,1.51,0.299030,0.004887,0.003011
400009,4,38,1.37,0.207087,0.003673,0.002409
400009,4,39,1.45,0.208443,0.003666,0.002802
400009,4,40,1.59,0.216047,0.003990,0.002490
400009,4,41,1.45,0.193472,0.003764,0.002512
400009,4,42,1.46,0.197404,0.003764,0.002704
400009,4,43,1.45,0.225094,0.004937,0.002905
400009,4,44,1.64,0.206889,0.003720,0.004709
400009,4,45,1.47,0.230122,0.004768,0.002644
400009,4,46,1.80,0.203459,0.005253,0.003064
400009,4,47,2.14,0.822818,0.057399,0.002754
400009,4,48,1.74,0.216703,0.003644,0.002977
