N,Nodes,Cores,Total_Time_srun,IO_Time,Comm_Time,CPU_Time
400009,4,1,0.57,0.025823,0.000010,0.037341
400009,4,2,0.88,0.025725,0.001112,0.008272
400009,4,3,0.62,0.053875,0.003878,0.006580
400009,4,4,0.63,0.027866,0.015442,0.004897
400009,4,5,0.81,0.040082,0.002526,0.004452
400009,4,6,0.82,0.058967,0.002354,0.003669
400009,4,7,0.86,0.073569,0.002853,0.003414
400009,4,8,1.86,0.076252,0.018978,0.003192
400009,4,9,0.98,0.089697,0.001882,0.003343
400009,4,10,1.00,0.123936,0.002090,0.002914
400009,4,11,1.12,0.174199,0.002060,0.003005
400009,4,12,1.33,0.135830,0.002235,0.002507
400009,4,13,1.17,0.169609,0.005332,0.002615
400009,4,14,1.14,0.160900,0.002105,0.002337
400009,4,15,1.51,0.201724,0.002544,0.002591
400009,4,16,1.06,0.139081,0.020833,0.002403
400009,4,17,1.26,0.201406,0.004286,0.002302
400009,4,18,1.24,0.166831,0.002300,0.002261
400009,4,19,1.24,0.194763,0.003114,0.002837
400009,4,20,1.45,0.271624,0.004834,0.002271
400009,4,21,1.24,0.190749,0.002501,0.002360
400009,4,22,1.33,0.186688,0.002607,0.002167
400009,4,23,1.39,0.175890,0.002376,0.002205
400009,4,24,1.35,0.187694,0.005137,0.002159
400009,4,25,1.37,0.183975,0.002633,0.002370
400009,4,26,1.57,0.197033,0.002654,0.002108
400009,4,27,1.50,0.282567,0.002710,0.002958
400009,4,28,1.53,0.213151,0.003152,0.002270
400009,4,29,1.43,0.205005,0.002690,0.002132
400009,4,30,2.59,0.224208,0.002397,0.002199
400009,4,31,1.48,0.193183,0.002470,0.002055
400009,4,32,1.24,0.215431,0.027107,0.002415
400009,4,33,1.60,0.261211,0.002643,0.002581
400009,4,34,1.44,0.192534,0.002597,0.002171
400009,4,35,1.32,0.213683,0.003367,0.002240
400009,4,36,1.43,0.208212,0.002797,0.002109
400009,4,37,1.53,0.361166,0.004249,0.003360
400009,4,38,2.54,0.209482,0.003265,0.002041
400009,4,39,1.40,0.253792,0.002532,0.002775
400009,4,40,1.38,0.218570,0.002481,0.001857
400009,4,41,1.40,0.208058,0.002529,0.002045
400009,4,42,1.38,0.178643,0.002534,0.002357
400009,4,43,1.47,0.197393,0.002641,0.002122
400009,4,44,1.44,0.200382,0.002165,0.002322
400009,4,45,1.43,0.190084,0.002872,0.002098
400009,4,46,1.66,0.273747,0.003443,0.002790
400009,4,47,1.57,0.270045,0.003275,0.002507
400009,4,48,1.50,0.222702,0.002644,0.002143
