N,Nodes,Cores,Total_Time_srun,IO_Time,Comm_Time,CPU_Time
65536,4,1,0.56,0.025470,0.000009,0.027959
65536,4,2,1.16,0.329498,0.003610,0.003355
65536,4,3,0.59,0.024545,0.003010,0.001597
65536,4,4,0.62,0.034066,0.004809,0.001488
65536,4,5,1.84,0.033471,0.000760,0.001204
65536,4,6,0.79,0.069573,0.000930,0.001040
65536,4,7,0.84,0.061973,0.001065,0.001613
65536,4,8,0.89,0.122827,0.018437,0.001311
65536,4,9,0.98,0.163598,0.001434,0.001387
65536,4,10,1.27,0.175238,0.001825,0.001823
65536,4,11,1.06,0.112718,0.001502,0.001310
65536,4,12,1.21,0.272626,0.004287,0.001717
65536,4,13,1.12,0.149843,0.001299,0.001235
65536,4,14,1.43,0.188546,0.001345,0.001147
65536,4,15,2.21,0.208329,0.001659,0.001215
65536,4,16,1.10,0.197585,0.018549,0.001878
65536,4,17,1.16,0.186230,0.003125,0.001498
65536,4,18,1.51,0.182391,0.001637,0.001327
65536,4,19,1.17,0.200245,0.001488,0.001146
65536,4,20,1.21,0.173986,0.001478,0.001172
65536,4,21,1.36,0.182053,0.001409,0.001274
65536,4,22,1.28,0.190699,0.001408,0.001483
65536,4,23,1.29,0.185324,0.001314,0.001219
65536,4,24,1.30,0.195854,0.001493,0.001460
65536,4,25,1.46,0.309613,0.002585,0.002030
65536,4,26,1.39,0.194825,0.001834,0.001318
65536,4,27,1.40,0.185015,0.001708,0.001507
65536,4,28,1.55,0.201289,0.001492,0.001324
65536,4,29,1.36,0.155451,0.001830,0.001496
65536,4,30,2.56,0.206527,0.001797,0.001381
65536,4,31,1.40,0.181858,0.001477,0.001172
65536,4,32,1.20,0.201870,0.026016,0.001323
65536,4,33,1.28,0.181065,0.001420,0.001674
65536,4,34,1.31,0.193687,0.001524,0.001202
65536,4,35,2.43,1.211932,0.071424,0.001316
65536,4,36,1.43,0.176400,0.001343,0.001190
65536,4,37,1.65,0.190956,0.001506,0.001418
65536,4,38,1.44,0.181454,0.001722,0.001351
65536,4,39,1.37,0.211581,0.001495,0.001688
65536,4,40,1.50,0.327878,0.002781,0.001423
65536,4,41,1.44,0.204012,0.001666,0.001740
65536,4,42,1.71,0.221100,0.001932,0.001554
65536,4,43,1.45,0.207103,0.001543,0.001361
65536,4,44,1.46,0.197159,0.002178,0.003427
65536,4,45,1.49,0.194672,0.001678,0.001467
65536,4,46,1.50,0.195273,0.002024,0.001435
65536,4,47,1.44,0.180659,0.001837,0.001239
65536,4,48,1.52,0.192668,0.001918,0.001475
