N,Nodes,Cores,Total_Time_srun,IO_Time,Comm_Time,CPU_Time
4,4,1,0.53,0.017141,0.000014,0.024312
4,4,2,0.68,0.026277,0.000052,0.000215
4,4,3,0.63,0.027778,0.000190,0.000370
4,4,4,0.67,0.030554,0.017908,0.001615
4,4,5,0.77,0.029845,0.000281,0.007903
4,4,6,0.77,0.034893,0.000291,0.018139
4,4,7,0.86,0.037938,0.000263,0.029240
4,4,8,1.06,0.029109,0.000276,0.030032
4,4,9,0.84,0.025515,0.000209,0.032760
4,4,10,1.97,0.028021,0.000220,0.043092
4,4,11,0.95,0.018796,0.000152,0.033695
4,4,12,1.08,0.022049,0.000131,0.045087
4,4,13,1.02,0.017694,0.000142,0.040726
4,4,14,1.01,0.016144,0.000134,0.041322
4,4,15,1.07,0.014180,0.000103,0.039882
4,4,16,0.98,0.013805,0.000116,0.042357
4,4,17,0.96,0.012016,0.000099,0.039911
4,4,18,1.44,0.044873,0.000079,0.157982
4,4,19,1.29,0.035487,0.000182,0.134630
4,4,20,1.09,0.011027,0.000109,0.045069
4,4,21,1.12,0.010012,0.000077,0.043464
4,4,22,1.08,0.009550,0.000096,0.043917
4,4,23,1.24,0.009932,0.000064,0.048187
4,4,24,1.19,0.009008,0.000077,0.046121
4,4,25,1.28,0.009076,0.000076,0.048697
4,4,26,1.23,0.008678,0.000082,0.048802
4,4,27,1.25,0.009780,0.000083,0.057546
4,4,28,1.27,0.006909,0.000060,0.042349
4,4,29,1.35,0.009266,0.000074,0.059109
4,4,30,1.32,0.008496,0.000050,0.056292
4,4,31,2.32,0.007539,0.000071,0.052152
4,4,32,2.10,0.010523,0.000093,0.075373
4,4,33,1.13,0.007056,0.000056,0.052159
4,4,34,1.26,0.007226,0.000051,0.055285
4,4,35,1.20,0.005834,0.000044,0.046280
4,4,36,1.24,0.007064,0.000057,0.057678
4,4,37,2.27,0.006065,0.000058,0.051257
4,4,38,1.42,0.006197,0.000049,0.053852
4,4,39,1.32,0.004940,0.000035,0.044350
4,4,40,1.29,0.006013,0.000054,0.055241
4,4,41,1.37,0.006572,0.000048,0.062069
4,4,42,1.34,0.005184,0.000037,0.050357
4,4,43,1.30,0.006013,0.000042,0.059922
4,4,44,1.48,0.004593,0.000034,0.049140
4,4,45,1.44,0.005110,0.000038,0.053523
4,4,46,1.37,0.005464,0.000046,0.058789
4,4,47,1.35,0.005055,0.000037,0.055579
4,4,48,1.31,0.004097,0.000034,0.046152
