N,Nodes,Cores,Total_Time_srun,IO_Time,Comm_Time,CPU_Time
12345,4,1,0.55,0.022642,0.000007,0.024507
12345,4,2,0.58,0.028502,0.002794,0.000559
12345,4,3,0.62,0.030444,0.002827,0.000663
12345,4,4,0.62,0.031390,0.018056,0.000765
12345,4,5,0.81,0.046271,0.000546,0.000516
12345,4,6,0.81,0.059457,0.000958,0.000839
12345,4,7,0.91,0.075293,0.000834,0.000626
12345,4,8,0.95,0.117766,0.010467,0.001343
12345,4,9,0.94,0.101936,0.000767,0.000785
12345,4,10,1.02,0.125804,0.000814,0.000860
12345,4,11,1.23,0.280919,0.000992,0.001268
12345,4,12,1.38,0.361621,0.004353,0.004486
12345,4,13,1.16,0.157330,0.004052,0.000839
12345,4,14,1.15,0.163041,0.001065,0.008814
12345,4,15,1.17,0.166268,0.000853,0.000966
12345,4,16,1.19,0.217967,0.018637,0.001068
12345,4,17,1.12,0.188230,0.000893,0.000986
12345,4,18,1.24,0.189771,0.003097,0.001019
12345,4,19,1.16,0.159131,0.000798,0.000880
12345,4,20,1.30,0.257093,0.003084,0.001283
12345,4,21,1.21,0.167988,0.000966,0.000867
12345,4,22,1.30,0.177609,0.000991,0.001043
12345,4,23,1.31,0.183998,0.001055,0.000979
12345,4,24,1.42,0.189437,0.001643,0.001086
12345,4,25,1.29,0.181323,0.001276,0.000991
12345,4,26,1.50,0.286240,0.002215,0.001157
12345,4,27,1.40,0.181831,0.001280,0.001046
12345,4,28,1.40,0.177413,0.001079,0.000977
12345,4,29,1.35,0.161179,0.001227,0.001021
12345,4,30,1.65,0.371952,0.002493,0.002203
12345,4,31,1.55,0.223886,0.001059,0.001350
12345,4,32,1.42,0.192281,0.018390,0.001208
12345,4,33,1.34,0.223017,0.001442,0.001112
12345,4,34,1.37,0.221518,0.001698,0.001730
12345,4,35,1.35,0.225984,0.001588,0.001089
12345,4,36,1.32,0.183979,0.001076,0.001290
12345,4,37,1.49,0.186378,0.001214,0.001059
12345,4,38,1.44,0.214486,0.001579,0.001099
12345,4,39,1.37,0.208275,0.001697,0.001309
12345,4,40,1.43,0.217559,0.001311,0.001106
12345,4,41,1.37,0.220269,0.001341,0.001388
12345,4,42,1.46,0.210593,0.001616,0.001168
12345,4,43,2.06,0.774007,0.001904,0.001479
12345,4,44,1.69,0.197789,0.001954,0.003561
12345,4,45,1.70,0.193241,0.001581,0.001315
12345,4,46,1.41,0.180842,0.001467,0.001262
12345,4,47,1.48,0.227238,0.001382,0.001632
12345,4,48,1.44,0.183487,0.001821,0.001627
