N,Nodes,Cores,Total_Time_srun,IO_Time,Comm_Time,CPU_Time
15,4,1,0.58,0.033781,0.000015,0.002317
15,4,2,0.59,0.040014,0.000133,0.000305
15,4,3,1.62,0.031001,0.000138,0.000412
15,4,4,0.72,0.030592,0.019511,0.000432
15,4,5,1.79,0.046276,0.000564,0.000412
15,4,6,0.81,0.047073,0.000967,0.000557
15,4,7,0.85,0.060568,0.000520,0.000472
15,4,8,0.90,0.081987,0.018187,0.000780
15,4,9,1.00,0.110034,0.000747,0.000661
15,4,10,0.96,0.119050,0.001038,0.000742
15,4,11,1.09,0.129781,0.001008,0.001099
15,4,12,1.02,0.125571,0.000956,0.000585
15,4,13,1.40,0.147597,0.001029,0.000804
15,4,14,1.16,0.166207,0.001224,0.000869
15,4,15,1.19,0.189343,0.001143,0.001055
15,4,16,1.48,0.251832,0.000802,0.017838
15,4,17,2.21,0.186993,0.000575,0.025760
15,4,18,1.30,0.221941,0.001064,0.045486
15,4,19,1.61,0.173916,0.000580,0.047324
15,4,20,1.40,0.243944,0.023176,0.090512
15,4,21,1.30,0.183101,0.000559,0.074099
15,4,22,1.36,0.160678,0.000530,0.076278
15,4,23,1.39,0.171213,0.000770,0.092929
15,4,24,1.41,0.146710,0.000916,0.089563
15,4,25,1.41,0.140077,0.000529,0.094892
15,4,26,1.55,0.147033,0.000433,0.109207
15,4,27,1.67,0.141209,0.000393,0.114341
15,4,28,1.49,0.132540,0.000417,0.116242
15,4,29,1.43,0.117692,0.000396,0.111259
15,4,30,1.51,0.122733,0.000324,0.123838
15,4,31,1.71,0.117085,0.000417,0.126505
15,4,32,1.24,0.107636,0.000302,0.123295
15,4,33,2.29,0.104121,0.000355,0.126414
15,4,34,1.30,0.096107,0.000392,0.123158
15,4,35,1.65,0.104609,0.000323,0.140932
15,4,36,1.40,0.100859,0.000310,0.142559
15,4,37,1.45,0.101420,0.000296,0.150366
15,4,38,1.42,0.092395,0.000398,0.143176
15,4,39,1.45,0.088162,0.000304,0.142681
15,4,40,2.39,0.074769,0.000301,0.126052
15,4,41,1.66,0.092335,0.000398,0.161933
15,4,42,1.41,0.076294,0.000228,0.138620
15,4,43,1.48,0.088864,0.000285,0.167674
15,4,44,2.66,0.111850,0.000672,0.221384
15,4,45,1.57,0.077366,0.000248,0.156523
15,4,46,1.56,0.079092,0.000214,0.165076
15,4,47,1.46,0.067615,0.000170,0.145794
15,4,48,2.34,0.056808,0.000204,0.126260
