N,Nodes,Cores,Total_Time_srun,IO_Time,Comm_Time,CPU_Time
1024783,4,1,0.75,0.031000,0.000009,0.200926
1024783,4,2,0.69,0.035285,0.002201,0.117956
1024783,4,3,0.72,0.031052,0.022035,0.096546
1024783,4,4,0.70,0.031422,0.027273,0.079328
1024783,4,5,0.87,0.040283,0.018864,0.075406
1024783,4,6,1.00,0.079012,0.012676,0.066672
1024783,4,7,0.98,0.099747,0.018377,0.066114
1024783,4,8,1.13,0.086979,0.045142,0.060507
1024783,4,9,1.02,0.107656,0.018043,0.061253
1024783,4,10,1.05,0.122262,0.014653,0.057002
1024783,4,11,1.17,0.132637,0.018207,0.057866
1024783,4,12,1.13,0.154815,0.015405,0.054245
1024783,4,13,4.44,0.184616,0.018647,0.055436
1024783,4,14,1.22,0.168401,0.014803,0.052456
1024783,4,15,1.29,0.186768,0.018432,0.053324
1024783,4,16,1.21,0.201816,0.035970,0.059690
1024783,4,17,1.19,0.176842,0.020433,0.052248
1024783,4,18,1.26,0.202523,0.019002,0.050236
1024783,4,19,1.27,0.175630,0.019001,0.051284
1024783,4,20,1.37,0.176749,0.019258,0.049867
1024783,4,21,1.32,0.192022,0.018828,0.050478
1024783,4,22,1.40,0.205308,0.023901,0.051049
1024783,4,23,1.41,0.190926,0.019379,0.049518
1024783,4,24,1.41,0.191821,0.017929,0.048352
1024783,4,25,1.41,0.189157,0.019205,0.048830
1024783,4,26,1.52,0.213348,0.017796,0.048119
1024783,4,27,1.51,0.219968,0.019649,0.048577
1024783,4,28,1.56,0.185690,0.018290,0.047252
1024783,4,29,1.56,0.191890,0.019374,0.048302
1024783,4,30,1.44,0.200410,0.018731,0.047055
1024783,4,31,1.62,0.215879,0.019639,0.047624
1024783,4,32,1.23,0.185521,0.043083,0.046782
1024783,4,33,1.36,0.213093,0.017938,0.047328
1024783,4,34,1.58,0.191892,0.017387,0.046307
1024783,4,35,1.43,0.223898,0.018699,0.047056
1024783,4,36,1.52,0.293507,0.037423,0.053539
1024783,4,37,1.61,0.350311,0.032253,0.061363
1024783,4,38,1.44,0.210052,0.017870,0.045630
1024783,4,39,1.52,0.204003,0.035113,0.049422
1024783,4,40,1.40,0.211654,0.017883,0.045221
1024783,4,41,1.50,0.227495,0.038263,0.049109
1024783,4,42,1.68,0.217545,0.018260,0.045017
1024783,4,43,1.61,0.208412,0.019331,0.045656
1024783,4,44,1.52,0.246383,0.031943,0.050909
1024783,4,45,1.55,0.193034,0.019098,0.045508
1024783,4,46,1.54,0.199205,0.018439,0.044683
1024783,4,47,1.65,0.281647,0.038294,0.054918
1024783,4,48,1.57,0.228730,0.019092,0.044915
