N,Nodes,Cores,Total_Time_srun,IO_Time,Comm_Time,CPU_Time
54323,4,1,0.53,0.023975,0.000008,0.011371
54323,4,2,0.56,0.030132,0.002789,0.006429
54323,4,3,0.72,0.030654,0.001122,0.006321
54323,4,4,0.64,0.032446,0.018329,0.007035
54323,4,5,0.90,0.037054,0.001370,0.004431
54323,4,6,0.99,0.059548,0.001352,0.004192
54323,4,7,0.90,0.061391,0.001819,0.005292
54323,4,8,0.90,0.082509,0.018764,0.005087
54323,4,9,0.95,0.097076,0.004356,0.005119
54323,4,10,1.07,0.148549,0.004664,0.005100
54323,4,11,1.16,0.188734,0.002242,0.004657
54323,4,12,1.13,0.150639,0.001767,0.004723
54323,4,13,1.16,0.158851,0.002242,0.004849
54323,4,14,1.27,0.170700,0.001765,0.004104
54323,4,15,1.35,0.301918,0.002012,0.004878
54323,4,16,1.05,0.168667,0.019433,0.004263
54323,4,17,1.19,0.194497,0.002088,0.004449
54323,4,18,1.24,0.183500,0.003888,0.004071
54323,4,19,1.26,0.194039,0.002105,0.004061
54323,4,20,1.18,0.174753,0.002214,0.003755
54323,4,21,1.29,0.185240,0.002232,0.004085
54323,4,22,1.24,0.139516,0.001757,0.003839
54323,4,23,1.33,0.171997,0.002022,0.004365
54323,4,24,1.34,0.148010,0.004725,0.003805
54323,4,25,1.41,0.239666,0.002368,0.004302
54323,4,26,1.47,0.210819,0.002074,0.003929
54323,4,27,1.45,0.196873,0.001874,0.003935
54323,4,28,1.48,0.209046,0.002301,0.003635
54323,4,29,2.61,0.261065,0.004912,0.004948
54323,4,30,1.51,0.228062,0.003785,0.004114
54323,4,31,1.49,0.228413,0.004521,0.004722
54323,4,32,2.30,0.230417,0.027378,0.004148
54323,4,33,1.37,0.297871,0.003057,0.003981
54323,4,34,1.53,0.194727,0.002105,0.003868
54323,4,35,1.33,0.195263,0.002144,0.003857
54323,4,36,1.34,0.192652,0.002058,0.003883
54323,4,37,1.37,0.203253,0.002238,0.004019
54323,4,38,1.38,0.199954,0.002460,0.003925
54323,4,39,1.41,0.281889,0.004373,0.005095
54323,4,40,1.47,0.210822,0.004205,0.004060
54323,4,41,1.43,0.197562,0.002599,0.003857
54323,4,42,1.48,0.209627,0.002589,0.003821
54323,4,43,1.52,0.312625,0.002994,0.004053
54323,4,44,2.58,0.210577,0.002549,0.005844
54323,4,45,1.44,0.178174,0.002096,0.003693
54323,4,46,1.43,0.197867,0.002422,0.003919
54323,4,47,1.41,0.194595,0.002626,0.003858
54323,4,48,1.54,0.295407,0.004543,0.005694
