N,Nodes,Cores,Total_Time_srun,IO_Time,Comm_Time,CPU_Time
536869888,4,1,25.37,3.262652,0.000037,21.238563
536869888,4,2,15.02,1.925108,0.826906,11.481764
536869888,4,3,11.99,1.520790,1.758023,7.907319
536869888,4,4,10.60,1.580548,1.559527,6.726044
536869888,4,5,9.51,1.560505,1.661579,5.514528
536869888,4,6,9.13,2.127214,1.349774,4.883175
536869888,4,7,9.98,2.233796,1.544154,4.356790
536869888,4,8,8.56,2.193167,1.311666,4.252987
536869888,4,9,9.24,2.404861,1.844329,4.125758
536869888,4,10,8.70,2.227370,1.717879,3.866075
536869888,4,11,9.29,2.457541,2.126952,3.697935
536869888,4,12,9.06,2.244286,2.178663,3.586609
536869888,4,13,9.42,2.440600,2.578990,3.430657
536869888,4,14,8.96,2.386703,2.244453,3.274201
536869888,4,15,9.19,2.405749,2.545422,3.237052
536869888,4,16,8.88,2.222038,2.452292,3.294798
536869888,4,17,9.25,2.216245,2.584370,3.344642
536869888,4,18,8.76,2.141854,2.429228,3.179623
536869888,4,19,8.78,1.994608,2.678246,3.134606
536869888,4,20,8.94,2.150023,2.556861,2.973839
536869888,4,21,8.58,2.080447,2.555588,2.911124
536869888,4,22,8.31,1.984692,2.412609,2.816879
536869888,4,23,9.40,1.909649,2.552823,2.785990
536869888,4,24,8.10,1.874184,2.354204,2.736698
536869888,4,25,9.36,1.875737,2.539447,2.734864
536869888,4,26,8.92,2.647698,2.413478,2.646676
536869888,4,27,8.37,2.038070,2.465304,2.672088
536869888,4,28,8.00,1.890729,2.321025,2.602746
536869888,4,29,9.12,1.745103,2.474861,2.565067
536869888,4,30,8.00,1.937288,2.368915,2.499562
536869888,4,31,9.63,3.300365,2.556588,2.466999
536869888,4,32,7.85,1.735436,2.545923,2.554068
536869888,4,33,7.83,1.711835,2.559535,2.441145
536869888,4,34,7.72,1.701071,2.466821,2.428444
536869888,4,35,7.76,1.719461,2.499029,2.394332
536869888,4,36,7.88,1.884477,2.451660,2.433888
536869888,4,37,7.87,1.674442,2.564168,2.414760
536869888,4,38,7.45,1.577824,2.353414,2.398917
536869888,4,39,7.80,1.741869,2.432182,2.400068
536869888,4,40,7.55,1.593535,2.374358,2.360680
536869888,4,41,8.86,1.714373,2.565701,2.421180
536869888,4,42,8.77,2.862717,2.474371,2.219805
536869888,4,43,7.64,1.611889,2.463666,2.324946
536869888,4,44,7.89,1.701891,2.441897,2.210282
536869888,4,45,7.62,1.533531,2.535167,2.273200
536869888,4,46,7.62,1.761652,2.438422,2.206418
536869888,4,47,7.62,1.655462,2.495617,2.223744
536869888,4,48,7.85,1.958789,2.429398,2.206727
