N,Nodes,Cores,Total_Time_srun,IO_Time,Comm_Time,CPU_Time
15,4,1,0.54,0.026427,0.000004,0.023012
15,4,2,2.39,0.032561,0.000069,0.000196
15,4,3,2.03,0.024522,0.000115,0.001116
15,4,4,0.71,0.024694,0.014869,0.000357
15,4,5,1.82,0.037522,0.000308,0.000347
15,4,6,0.85,0.053936,0.000793,0.000692
15,4,7,0.85,0.068030,0.000619,0.000625
15,4,8,0.91,0.094035,0.018563,0.000797
15,4,9,0.93,0.101336,0.000669,0.000805
15,4,10,0.97,0.122402,0.001037,0.000610
15,4,11,1.04,0.145654,0.000860,0.000854
15,4,12,1.01,0.143868,0.001134,0.000814
15,4,13,1.28,0.168881,0.000944,0.000812
15,4,14,1.09,0.162718,0.001008,0.000994
15,4,15,1.28,0.211918,0.000975,0.000912
15,4,16,1.33,0.307316,0.000928,0.022937
15,4,17,1.14,0.165986,0.000634,0.023244
15,4,18,1.26,0.186058,0.000551,0.038181
15,4,19,1.28,0.184762,0.000644,0.050344
15,4,20,1.30,0.179108,0.000528,0.060983
15,4,21,1.44,0.148308,0.000517,0.060533
15,4,22,1.33,0.157886,0.000499,0.074824
15,4,23,1.45,0.207562,0.000555,0.112548
15,4,24,1.39,0.147054,0.000717,0.089537
15,4,25,1.74,0.144457,0.000408,0.097407
15,4,26,1.49,0.151930,0.000467,0.112776
15,4,27,1.49,0.137463,0.000316,0.111293
15,4,28,1.46,0.121802,0.000345,0.106830
15,4,29,1.64,0.118151,0.000489,0.111861
15,4,30,1.60,0.146022,0.000375,0.147620
15,4,31,1.67,0.129185,0.000388,0.139318
15,4,32,1.29,0.124269,0.000302,0.142442
15,4,33,1.38,0.108402,0.000349,0.131433
15,4,34,1.39,0.106066,0.000344,0.135918
15,4,35,1.49,0.100176,0.000338,0.135091
15,4,36,1.47,0.096399,0.000366,0.136558
15,4,37,1.65,0.091531,0.000221,0.135491
15,4,38,1.33,0.082170,0.000426,0.127616
15,4,39,1.53,0.087841,0.000303,0.142369
15,4,40,1.40,0.082289,0.000250,0.138568
15,4,41,1.40,0.093317,0.000388,0.163633
15,4,42,1.41,0.075468,0.000338,0.137478
15,4,43,1.70,0.079685,0.000226,0.150156
15,4,44,1.51,0.084791,0.000273,0.167767
15,4,45,1.46,0.069688,0.000237,0.140805
15,4,46,1.53,0.077892,0.000269,0.162812
15,4,47,1.48,0.068654,0.000220,0.147705
15,4,48,1.57,0.071968,0.000258,0.160168
